"datasetID","site","scale","n"
221,"221_15_15",3,14
221,"221_15_17",3,26
221,"221_15_31",3,17
221,"221_15_33",3,7
221,"221_15_35",3,14
221,"221_15_37",3,25
221,"221_15_51",3,19
221,"221_15_53",3,15
221,"221_15_55",3,19
221,"221_15_57",3,20
221,"221_15_71",3,18
221,"221_15_73",3,26
221,"221_15_75",3,18
221,"221_15_77",3,27
221,"221_16_11",3,19
221,"221_16_13",3,23
221,"221_16_15",3,24
221,"221_16_17",3,31
221,"221_16_31",3,24
221,"221_16_33",3,24
221,"221_16_35",3,28
221,"221_16_37",3,30
221,"221_16_51",3,28
221,"221_16_53",3,25
221,"221_16_55",3,21
221,"221_16_57",3,21
221,"221_16_71",3,24
221,"221_16_73",3,22
221,"221_16_75",3,24
221,"221_16_77",3,24
221,"221_17_11",3,19
221,"221_17_13",3,20
221,"221_17_15",3,20
221,"221_17_17",3,24
221,"221_17_31",3,18
221,"221_17_33",3,22
221,"221_17_35",3,22
221,"221_17_37",3,26
221,"221_17_51",3,21
221,"221_17_53",3,15
221,"221_17_55",3,22
221,"221_17_57",3,27
221,"221_17_71",3,12
221,"221_17_73",3,22
221,"221_17_75",3,23
221,"221_17_77",3,16
221,"221_18_11",3,12
221,"221_18_13",3,16
221,"221_18_15",3,25
221,"221_18_17",3,25
221,"221_18_31",3,14
221,"221_18_33",3,10
221,"221_18_35",3,18
221,"221_18_37",3,29
221,"221_18_51",3,27
221,"221_18_53",3,26
221,"221_18_55",3,24
221,"221_18_57",3,24
221,"221_18_71",3,20
221,"221_18_73",3,25
221,"221_18_75",3,18
221,"221_18_77",3,27
221,"221_19_11",3,23
221,"221_19_13",3,19
221,"221_19_15",3,29
221,"221_19_17",3,30
221,"221_19_31",3,26
221,"221_19_33",3,30
221,"221_19_35",3,32
221,"221_19_37",3,25
221,"221_19_51",3,27
221,"221_19_53",3,24
221,"221_19_55",3,23
221,"221_19_57",3,18
221,"221_19_71",3,13
221,"221_19_73",3,12
221,"221_19_75",3,17
221,"221_19_77",3,25
221,"221_2_11",3,26
221,"221_2_13",3,30
221,"221_2_15",3,23
221,"221_2_17",3,30
221,"221_2_31",3,32
221,"221_2_33",3,25
221,"221_2_35",3,29
221,"221_2_37",3,28
221,"221_2_51",3,20
221,"221_2_53",3,30
221,"221_2_55",3,28
221,"221_2_57",3,21
221,"221_2_71",3,27
221,"221_2_73",3,23
221,"221_2_75",3,34
221,"221_2_77",3,30
221,"221_20_11",3,17
221,"221_20_13",3,21
221,"221_20_15",3,27
221,"221_20_17",3,24
221,"221_20_31",3,26
221,"221_20_33",3,28
221,"221_20_35",3,19
221,"221_20_37",3,21
221,"221_20_51",3,22
221,"221_20_53",3,19
221,"221_20_55",3,28
221,"221_20_57",3,23
221,"221_20_71",3,17
221,"221_20_73",3,24
221,"221_20_75",3,21
221,"221_20_77",3,20
221,"221_21_11",3,23
221,"221_21_13",3,21
221,"221_21_15",3,18
221,"221_21_17",3,22
221,"221_21_31",3,17
221,"221_21_33",3,19
221,"221_21_35",3,18
221,"221_21_37",3,20
221,"221_21_51",3,22
221,"221_21_53",3,21
221,"221_21_55",3,21
221,"221_21_57",3,21
221,"221_21_71",3,16
221,"221_21_73",3,17
221,"221_21_75",3,21
221,"221_21_77",3,23
221,"221_22_11",3,25
221,"221_22_13",3,21
221,"221_22_15",3,22
221,"221_22_17",3,27
221,"221_22_31",3,23
221,"221_22_33",3,26
221,"221_22_35",3,25
221,"221_22_37",3,16
221,"221_22_51",3,20
221,"221_22_53",3,31
221,"221_22_55",3,28
221,"221_22_57",3,27
221,"221_22_71",3,21
221,"221_22_73",3,26
221,"221_22_75",3,27
221,"221_22_77",3,26
221,"221_23_11",3,18
221,"221_23_13",3,22
221,"221_23_15",3,23
221,"221_23_17",3,22
221,"221_23_31",3,18
221,"221_23_33",3,19
221,"221_23_35",3,18
221,"221_23_37",3,21
221,"221_23_51",3,26
221,"221_23_53",3,25
221,"221_23_55",3,26
221,"221_23_57",3,31
221,"221_23_71",3,22
221,"221_23_73",3,19
221,"221_23_75",3,20
221,"221_23_77",3,20
221,"221_24_11",3,20
221,"221_24_13",3,7
221,"221_24_15",3,33
221,"221_24_17",3,18
221,"221_24_31",3,15
221,"221_24_33",3,15
221,"221_24_35",3,18
221,"221_24_37",3,29
221,"221_24_51",3,27
221,"221_24_53",3,22
221,"221_24_55",3,18
221,"221_24_57",3,30
221,"221_24_71",3,15
221,"221_24_73",3,19
221,"221_24_75",3,16
221,"221_24_77",3,16
221,"221_3_11",3,20
221,"221_3_13",3,26
221,"221_3_15",3,24
221,"221_3_17",3,25
221,"221_3_31",3,25
221,"221_3_33",3,21
221,"221_3_35",3,22
221,"221_3_37",3,23
221,"221_3_51",3,26
221,"221_3_53",3,26
221,"221_3_55",3,28
221,"221_3_57",3,32
221,"221_3_71",3,21
221,"221_3_73",3,28
221,"221_3_75",3,21
221,"221_3_77",3,15
221,"221_4_11",3,28
221,"221_4_13",3,22
221,"221_4_15",3,21
221,"221_4_17",3,31
221,"221_4_31",3,23
221,"221_4_33",3,24
221,"221_4_35",3,24
221,"221_4_37",3,19
221,"221_4_51",3,18
221,"221_4_53",3,27
221,"221_4_55",3,24
221,"221_4_57",3,25
221,"221_4_71",3,14
221,"221_4_73",3,26
221,"221_4_75",3,24
221,"221_4_77",3,20
221,"221_5_11",3,34
221,"221_5_13",3,26
221,"221_5_15",3,24
221,"221_5_17",3,26
221,"221_5_31",3,29
221,"221_5_33",3,22
221,"221_5_35",3,25
221,"221_5_37",3,28
221,"221_5_51",3,28
221,"221_5_53",3,23
221,"221_5_55",3,28
221,"221_5_57",3,32
221,"221_5_71",3,31
221,"221_5_73",3,20
221,"221_5_75",3,27
221,"221_5_77",3,16
221,"221_6_11",3,29
221,"221_6_13",3,24
221,"221_6_15",3,20
221,"221_6_17",3,26
221,"221_6_31",3,28
221,"221_6_33",3,26
221,"221_6_35",3,23
221,"221_6_37",3,35
221,"221_6_51",3,19
221,"221_6_53",3,26
221,"221_6_55",3,17
221,"221_6_57",3,31
221,"221_6_71",3,28
221,"221_6_73",3,29
221,"221_6_75",3,28
221,"221_6_77",3,28
221,"221_7_11",3,17
221,"221_7_13",3,22
221,"221_7_15",3,26
221,"221_7_17",3,28
221,"221_7_31",3,28
221,"221_7_33",3,24
221,"221_7_35",3,30
221,"221_7_37",3,17
221,"221_7_51",3,30
221,"221_7_53",3,23
221,"221_7_55",3,19
221,"221_7_57",3,22
221,"221_7_71",3,18
221,"221_7_73",3,20
221,"221_7_75",3,22
221,"221_7_77",3,26
221,"221_8_11",3,29
221,"221_8_13",3,34
221,"221_8_15",3,27
221,"221_8_17",3,24
221,"221_8_31",3,26
221,"221_8_33",3,26
221,"221_8_35",3,26
221,"221_8_37",3,24
221,"221_8_51",3,26
221,"221_8_53",3,22
221,"221_8_55",3,18
221,"221_8_57",3,20
221,"221_8_71",3,26
221,"221_8_73",3,23
221,"221_8_75",3,21
221,"221_8_77",3,25
221,"221_9_11",3,31
221,"221_9_13",3,30
221,"221_9_15",3,26
221,"221_9_17",3,27
221,"221_9_31",3,27
221,"221_9_33",3,24
221,"221_9_35",3,20
221,"221_9_37",3,27
221,"221_9_51",3,23
221,"221_9_53",3,26
221,"221_9_55",3,17
221,"221_9_57",3,23
221,"221_9_71",3,17
221,"221_9_73",3,19
221,"221_9_75",3,20
221,"221_9_77",3,21
222,"SagebrushSteppe",1,18
222,"SagebrushSteppe_Q1",2,11
222,"SagebrushSteppe_Q10",2,10
222,"SagebrushSteppe_Q11",2,11
222,"SagebrushSteppe_Q12",2,10
222,"SagebrushSteppe_Q13",2,11
222,"SagebrushSteppe_Q14",2,11
222,"SagebrushSteppe_Q19",2,12
222,"SagebrushSteppe_Q2",2,10
222,"SagebrushSteppe_Q20",2,14
222,"SagebrushSteppe_Q21",2,10
222,"SagebrushSteppe_Q22",2,16
222,"SagebrushSteppe_Q23",2,12
222,"SagebrushSteppe_Q24",2,13
222,"SagebrushSteppe_Q25",2,12
222,"SagebrushSteppe_Q26",2,10
222,"SagebrushSteppe_Q3",2,10
222,"SagebrushSteppe_Q4",2,13
222,"SagebrushSteppe_Q5",2,10
222,"SagebrushSteppe_Q7",2,11
222,"SagebrushSteppe_Q8",2,15
222,"SagebrushSteppe_Q9",2,14
223,"maxgrain",1,93
223,"maxgrain_C",2,60
223,"maxgrain_C_1",3,52
223,"maxgrain_C_2",3,38
223,"maxgrain_C_3",3,58
223,"maxgrain_C_4",3,44
223,"maxgrain_G",2,89
223,"maxgrain_G_2",3,64
223,"maxgrain_G_3",3,56
223,"maxgrain_G_4",3,55
223,"maxgrain_C_1_1",4,29
223,"maxgrain_C_1_3",4,27
223,"maxgrain_C_1_4",4,36
223,"maxgrain_C_2_1",4,15
223,"maxgrain_C_2_2",4,20
223,"maxgrain_C_2_3",4,18
223,"maxgrain_C_3_2",4,48
223,"maxgrain_C_3_3",4,39
223,"maxgrain_C_3_4",4,24
223,"maxgrain_C_4_1",4,26
223,"maxgrain_C_4_2",4,18
223,"maxgrain_C_4_3",4,29
223,"maxgrain_G_1_2",4,58
223,"maxgrain_G_2_1",4,30
223,"maxgrain_G_2_3",4,44
223,"maxgrain_G_2_4",4,49
223,"maxgrain_G_3_2",4,46
223,"maxgrain_G_3_3",4,54
223,"maxgrain_G_3_4",4,47
223,"maxgrain_G_4_1",4,54
223,"maxgrain_G_4_2",4,50
223,"maxgrain_G_4_3",4,37
225,"maxgrain",1,318
225,"maxgrain_205",2,129
225,"maxgrain_206",2,138
225,"maxgrain_208",2,124
225,"maxgrain_220",2,127
225,"maxgrain_222",2,143
225,"maxgrain_226",2,136
225,"maxgrain_238",2,151
225,"maxgrain_244",2,147
225,"maxgrain_254",2,101
225,"maxgrain_259",2,103
225,"maxgrain_303",2,131
225,"maxgrain_307",2,153
225,"maxgrain_308",2,91
225,"maxgrain_309",2,132
225,"maxgrain_317",2,127
225,"maxgrain_319",2,110
225,"maxgrain_331",2,140
225,"maxgrain_343",2,114
225,"maxgrain_346",2,112
225,"maxgrain_350",2,132
231,"maxgrain",1,15
231,"maxgrain_001D-E",2,10
231,"maxgrain_001D-W",2,10
231,"maxgrain_004B-E",2,11
231,"maxgrain_004B-W",2,15
231,"maxgrain_004F-E",2,10
231,"maxgrain_004F-W",2,11
231,"maxgrain_020B-E",2,11
231,"maxgrain_020B-W",2,10
231,"maxgrain_N01B-E",2,12
231,"maxgrain_N01B-W",2,12
231,"maxgrain_N04D-E",2,10
231,"maxgrain_N04D-W",2,12
231,"maxgrain_N20B-N",2,12
231,"maxgrain_N20B-S",2,10
232,"maxgrain",1,24
232,"maxgrain_5pgrass",2,18
232,"maxgrain_5plarrea",2,19
232,"maxgrain_goatdraw",2,14
232,"maxgrain_rsgrass",2,18
232,"maxgrain_rslarrea",2,21
232,"maxgrain_two22",2,19
237,"BFJNP",1,12
237,"BFJNP_1",2,10
237,"BFJNP_10",2,10
237,"BFJNP_12",2,9
237,"BFJNP_14",2,11
241,"maxgrain",1,97
241,"maxgrain_1",2,80
241,"maxgrain_2",2,83
241,"maxgrain_3",2,73
241,"maxgrain_4",2,101
241,"maxgrain_5",2,90
241,"maxgrain_6",2,91
241,"maxgrain_7",2,30
242,"maxgrain",1,31
242,"maxgrain_1",2,26
242,"maxgrain_2",2,22
242,"maxgrain_3",2,24
242,"maxgrain_4",2,28
242,"maxgrain_5",2,24
242,"maxgrain_6",2,23
242,"maxgrain_7",2,10
242,"maxgrain_1_1",3,19
242,"maxgrain_1_2",3,15
242,"maxgrain_1_3",3,16
242,"maxgrain_1_4",3,19
242,"maxgrain_1_5",3,14
242,"maxgrain_2_1",3,20
242,"maxgrain_2_2",3,13
242,"maxgrain_2_3",3,17
242,"maxgrain_2_4",3,15
242,"maxgrain_2_5",3,14
242,"maxgrain_3_1",3,16
242,"maxgrain_3_2",3,17
242,"maxgrain_3_3",3,17
242,"maxgrain_3_4",3,13
242,"maxgrain_3_5",3,13
242,"maxgrain_4_1",3,23
242,"maxgrain_4_2",3,21
242,"maxgrain_4_3",3,17
242,"maxgrain_4_4",3,19
242,"maxgrain_4_5",3,18
242,"maxgrain_5_1",3,18
242,"maxgrain_5_2",3,17
242,"maxgrain_5_3",3,19
242,"maxgrain_5_4",3,19
242,"maxgrain_5_5",3,20
242,"maxgrain_6_1",3,16
242,"maxgrain_6_2",3,16
242,"maxgrain_6_3",3,16
242,"maxgrain_6_4",3,18
242,"maxgrain_6_5",3,17
242,"maxgrain_7_1",3,5
242,"maxgrain_7_2",3,6
242,"maxgrain_7_3",3,5
242,"maxgrain_7_4",3,6
242,"maxgrain_7_5",3,4
243,"maxgrain",1,27
243,"maxgrain_1",2,24
243,"maxgrain_2",2,26
243,"maxgrain_3",2,25
243,"maxgrain_4",2,28
243,"maxgrain_5",2,26
243,"maxgrain_6",2,24
243,"maxgrain_7",2,7
248,"maxgrain",1,54
248,"maxgrain_ABUR",2,14
248,"maxgrain_AHND",2,31
248,"maxgrain_AQUE",2,22
248,"maxgrain_BULL",2,23
248,"maxgrain_CARP",2,26
248,"maxgrain_GOLB",2,25
248,"maxgrain_IVEE",2,25
248,"maxgrain_MOHK",2,23
248,"maxgrain_NAPL",2,33
248,"maxgrain_SCDI",2,32
248,"maxgrain_SCTW",2,30
248,"maxgrain_ABUR_1",3,15
248,"maxgrain_ABUR_2",3,15
248,"maxgrain_AHND_1",3,20
248,"maxgrain_AHND_2",3,26
248,"maxgrain_AQUE_1",3,14
248,"maxgrain_AQUE_2",3,25
248,"maxgrain_AQUE_3",3,22
248,"maxgrain_AQUE_4",3,31
248,"maxgrain_AQUE_5",3,26
248,"maxgrain_AQUE_6",3,28
248,"maxgrain_BULL_1",3,21
248,"maxgrain_BULL_3",3,22
248,"maxgrain_BULL_6",3,19
248,"maxgrain_CARP_1",3,21
248,"maxgrain_CARP_2",3,20
248,"maxgrain_CARP_3",3,22
248,"maxgrain_CARP_4",3,20
248,"maxgrain_CARP_5",3,15
248,"maxgrain_CARP_6",3,12
248,"maxgrain_CARP_7",3,16
248,"maxgrain_CARP_8",3,18
248,"maxgrain_GOLB_1",3,21
248,"maxgrain_GOLB_2",3,16
248,"maxgrain_IVEE_1",3,17
248,"maxgrain_IVEE_2",3,22
248,"maxgrain_MOHK_1",3,21
248,"maxgrain_MOHK_2",3,27
248,"maxgrain_NAPL_1",3,23
248,"maxgrain_NAPL_2",3,22
248,"maxgrain_NAPL_3",3,21
248,"maxgrain_NAPL_4",3,21
248,"maxgrain_NAPL_5",3,21
248,"maxgrain_NAPL_6",3,33
248,"maxgrain_NAPL_7",3,29
248,"maxgrain_NAPL_8",3,28
248,"maxgrain_SCDI_2",3,30
248,"maxgrain_SCDI_3",3,26
248,"maxgrain_SCTW_2",3,27
248,"maxgrain_SCTW_3",3,27
252,"maxgrain",1,299
252,"maxgrain_C",2,171
252,"maxgrain_G",2,199
252,"maxgrain_P",2,150
252,"maxgrain_C_A",3,71
252,"maxgrain_C_B",3,101
252,"maxgrain_C_C",3,91
252,"maxgrain_C_D",3,93
252,"maxgrain_C_E",3,122
252,"maxgrain_G_A",3,122
252,"maxgrain_G_B",3,105
252,"maxgrain_G_C",3,113
252,"maxgrain_G_D",3,111
252,"maxgrain_G_E",3,107
252,"maxgrain_P_B",3,83
252,"maxgrain_P_C",3,99
252,"maxgrain_P_D",3,100
252,"maxgrain_C_A_1",4,58
252,"maxgrain_C_A_3",4,49
252,"maxgrain_C_A_5",4,64
252,"maxgrain_C_B_1",4,78
252,"maxgrain_C_B_3",4,71
252,"maxgrain_C_B_5",4,78
252,"maxgrain_C_C_1",4,71
252,"maxgrain_C_C_3",4,68
252,"maxgrain_C_C_5",4,54
252,"maxgrain_C_D_1",4,73
252,"maxgrain_C_D_3",4,64
252,"maxgrain_C_D_5",4,72
252,"maxgrain_C_E_1",4,87
252,"maxgrain_C_E_3",4,68
252,"maxgrain_C_E_5",4,77
252,"maxgrain_G_A_1",4,88
252,"maxgrain_G_A_3",4,86
252,"maxgrain_G_A_5",4,69
252,"maxgrain_G_B_1",4,69
252,"maxgrain_G_B_3",4,66
252,"maxgrain_G_B_5",4,78
252,"maxgrain_G_C_1",4,76
252,"maxgrain_G_C_3",4,77
252,"maxgrain_G_C_5",4,71
252,"maxgrain_G_D_1",4,79
252,"maxgrain_G_D_3",4,64
252,"maxgrain_G_D_5",4,75
252,"maxgrain_G_E_1",4,63
252,"maxgrain_G_E_3",4,78
252,"maxgrain_G_E_5",4,72
252,"maxgrain_P_A_1",4,94
252,"maxgrain_P_A_3",4,63
252,"maxgrain_P_A_5",4,36
252,"maxgrain_P_B_3",4,82
252,"maxgrain_P_B_5",4,43
252,"maxgrain_P_C_1",4,86
252,"maxgrain_P_C_3",4,61
252,"maxgrain_P_D_1",4,93
252,"maxgrain_P_D_3",4,81
252,"maxgrain_P_E_1",4,61
252,"maxgrain_P_E_3",4,110
252,"maxgrain_P_E_5",4,85
254,"1",1,20
254,"1_1",2,14
254,"1_11",2,16
254,"1_12",2,15
254,"1_13",2,14
254,"1_14",2,13
254,"1_15",2,15
254,"1_17",2,12
254,"1_18",2,17
254,"1_19",2,16
254,"1_2",2,15
254,"1_20",2,15
254,"1_21",2,14
254,"1_22",2,13
254,"1_24",2,14
254,"1_3",2,18
254,"1_4",2,12
254,"1_5",2,14
254,"1_6",2,14
254,"1_7",2,8
254,"1_8",2,11
254,"1_9",2,14
258,"maxgrain",1,127
258,"maxgrain_1BF",2,62
258,"maxgrain_1BO",2,67
258,"maxgrain_1CF",2,63
258,"maxgrain_1CO",2,54
258,"maxgrain_2BF",2,69
258,"maxgrain_2BO",2,75
258,"maxgrain_2CF",2,81
258,"maxgrain_2CO",2,77
258,"maxgrain_3BF",2,63
258,"maxgrain_3BO",2,83
258,"maxgrain_3CF",2,71
258,"maxgrain_3CO",2,82
258,"maxgrain_4BF",2,72
258,"maxgrain_4BO",2,82
258,"maxgrain_4CF",2,71
258,"maxgrain_4CO",2,64
258,"maxgrain_1BF_10",3,8
258,"maxgrain_1BF_102",3,17
258,"maxgrain_1BF_104",3,18
258,"maxgrain_1BF_106",3,15
258,"maxgrain_1BF_108",3,22
258,"maxgrain_1BF_114",3,20
258,"maxgrain_1BF_116",3,15
258,"maxgrain_1BF_118",3,25
258,"maxgrain_1BF_12",3,18
258,"maxgrain_1BF_120",3,21
258,"maxgrain_1BF_126",3,23
258,"maxgrain_1BF_128",3,13
258,"maxgrain_1BF_130",3,13
258,"maxgrain_1BF_132",3,25
258,"maxgrain_1BF_138",3,14
258,"maxgrain_1BF_140",3,11
258,"maxgrain_1BF_142",3,13
258,"maxgrain_1BF_144",3,14
258,"maxgrain_1BF_18",3,13
258,"maxgrain_1BF_20",3,13
258,"maxgrain_1BF_22",3,18
258,"maxgrain_1BF_24",3,21
258,"maxgrain_1BF_30",3,8
258,"maxgrain_1BF_32",3,11
258,"maxgrain_1BF_34",3,19
258,"maxgrain_1BF_36",3,13
258,"maxgrain_1BF_42",3,15
258,"maxgrain_1BF_44",3,16
258,"maxgrain_1BF_46",3,21
258,"maxgrain_1BF_48",3,14
258,"maxgrain_1BF_54",3,10
258,"maxgrain_1BF_56",3,17
258,"maxgrain_1BF_58",3,17
258,"maxgrain_1BF_6",3,9
258,"maxgrain_1BF_60",3,15
258,"maxgrain_1BF_66",3,17
258,"maxgrain_1BF_68",3,11
258,"maxgrain_1BF_70",3,14
258,"maxgrain_1BF_72",3,16
258,"maxgrain_1BF_78",3,13
258,"maxgrain_1BF_8",3,14
258,"maxgrain_1BF_80",3,16
258,"maxgrain_1BF_82",3,13
258,"maxgrain_1BF_84",3,18
258,"maxgrain_1BF_90",3,19
258,"maxgrain_1BF_92",3,17
258,"maxgrain_1BF_94",3,15
258,"maxgrain_1BF_96",3,16
258,"maxgrain_1BO_10",3,13
258,"maxgrain_1BO_102",3,18
258,"maxgrain_1BO_104",3,17
258,"maxgrain_1BO_106",3,23
258,"maxgrain_1BO_108",3,16
258,"maxgrain_1BO_114",3,21
258,"maxgrain_1BO_116",3,20
258,"maxgrain_1BO_118",3,14
258,"maxgrain_1BO_12",3,16
258,"maxgrain_1BO_120",3,20
258,"maxgrain_1BO_126",3,15
258,"maxgrain_1BO_128",3,12
258,"maxgrain_1BO_130",3,11
258,"maxgrain_1BO_132",3,16
258,"maxgrain_1BO_138",3,15
258,"maxgrain_1BO_140",3,21
258,"maxgrain_1BO_142",3,22
258,"maxgrain_1BO_144",3,13
258,"maxgrain_1BO_18",3,12
258,"maxgrain_1BO_20",3,9
258,"maxgrain_1BO_22",3,25
258,"maxgrain_1BO_24",3,18
258,"maxgrain_1BO_30",3,11
258,"maxgrain_1BO_32",3,22
258,"maxgrain_1BO_34",3,16
258,"maxgrain_1BO_36",3,12
258,"maxgrain_1BO_42",3,11
258,"maxgrain_1BO_44",3,8
258,"maxgrain_1BO_46",3,15
258,"maxgrain_1BO_48",3,14
258,"maxgrain_1BO_54",3,23
258,"maxgrain_1BO_56",3,19
258,"maxgrain_1BO_58",3,18
258,"maxgrain_1BO_6",3,13
258,"maxgrain_1BO_60",3,17
258,"maxgrain_1BO_66",3,14
258,"maxgrain_1BO_68",3,19
258,"maxgrain_1BO_70",3,15
258,"maxgrain_1BO_72",3,10
258,"maxgrain_1BO_78",3,20
258,"maxgrain_1BO_8",3,18
258,"maxgrain_1BO_80",3,16
258,"maxgrain_1BO_82",3,14
258,"maxgrain_1BO_90",3,21
258,"maxgrain_1BO_92",3,15
258,"maxgrain_1BO_94",3,21
258,"maxgrain_1BO_96",3,11
258,"maxgrain_1CF_10",3,16
258,"maxgrain_1CF_102",3,15
258,"maxgrain_1CF_104",3,13
258,"maxgrain_1CF_106",3,12
258,"maxgrain_1CF_108",3,25
258,"maxgrain_1CF_114",3,16
258,"maxgrain_1CF_116",3,19
258,"maxgrain_1CF_12",3,11
258,"maxgrain_1CF_120",3,12
258,"maxgrain_1CF_126",3,21
258,"maxgrain_1CF_128",3,17
258,"maxgrain_1CF_130",3,31
258,"maxgrain_1CF_132",3,12
258,"maxgrain_1CF_138",3,17
258,"maxgrain_1CF_140",3,13
258,"maxgrain_1CF_142",3,15
258,"maxgrain_1CF_144",3,15
258,"maxgrain_1CF_18",3,19
258,"maxgrain_1CF_20",3,14
258,"maxgrain_1CF_22",3,14
258,"maxgrain_1CF_24",3,18
258,"maxgrain_1CF_30",3,12
258,"maxgrain_1CF_32",3,13
258,"maxgrain_1CF_34",3,19
258,"maxgrain_1CF_36",3,18
258,"maxgrain_1CF_42",3,15
258,"maxgrain_1CF_44",3,15
258,"maxgrain_1CF_46",3,25
258,"maxgrain_1CF_48",3,19
258,"maxgrain_1CF_54",3,14
258,"maxgrain_1CF_56",3,15
258,"maxgrain_1CF_58",3,28
258,"maxgrain_1CF_6",3,14
258,"maxgrain_1CF_60",3,20
258,"maxgrain_1CF_66",3,12
258,"maxgrain_1CF_68",3,18
258,"maxgrain_1CF_70",3,11
258,"maxgrain_1CF_72",3,13
258,"maxgrain_1CF_78",3,16
258,"maxgrain_1CF_8",3,14
258,"maxgrain_1CF_80",3,18
258,"maxgrain_1CF_82",3,16
258,"maxgrain_1CF_84",3,12
258,"maxgrain_1CF_90",3,13
258,"maxgrain_1CF_92",3,11
258,"maxgrain_1CF_94",3,11
258,"maxgrain_1CF_96",3,17
258,"maxgrain_1CO_102",3,13
258,"maxgrain_1CO_104",3,15
258,"maxgrain_1CO_106",3,13
258,"maxgrain_1CO_108",3,12
258,"maxgrain_1CO_114",3,9
258,"maxgrain_1CO_116",3,14
258,"maxgrain_1CO_118",3,8
258,"maxgrain_1CO_12",3,17
258,"maxgrain_1CO_120",3,17
258,"maxgrain_1CO_128",3,17
258,"maxgrain_1CO_130",3,14
258,"maxgrain_1CO_132",3,9
258,"maxgrain_1CO_138",3,27
258,"maxgrain_1CO_140",3,10
258,"maxgrain_1CO_142",3,12
258,"maxgrain_1CO_144",3,21
258,"maxgrain_1CO_18",3,15
258,"maxgrain_1CO_20",3,11
258,"maxgrain_1CO_22",3,13
258,"maxgrain_1CO_24",3,16
258,"maxgrain_1CO_30",3,11
258,"maxgrain_1CO_32",3,15
258,"maxgrain_1CO_34",3,20
258,"maxgrain_1CO_36",3,12
258,"maxgrain_1CO_42",3,22
258,"maxgrain_1CO_44",3,22
258,"maxgrain_1CO_48",3,18
258,"maxgrain_1CO_54",3,16
258,"maxgrain_1CO_56",3,19
