"datasetID","site","scale","n"
258,"maxgrain_1CO_6",3,11
258,"maxgrain_1CO_60",3,10
258,"maxgrain_1CO_66",3,15
258,"maxgrain_1CO_68",3,14
258,"maxgrain_1CO_70",3,16
258,"maxgrain_1CO_72",3,8
258,"maxgrain_1CO_78",3,14
258,"maxgrain_1CO_8",3,12
258,"maxgrain_1CO_80",3,17
258,"maxgrain_1CO_82",3,12
258,"maxgrain_1CO_84",3,19
258,"maxgrain_1CO_90",3,16
258,"maxgrain_1CO_92",3,14
258,"maxgrain_1CO_94",3,12
258,"maxgrain_1CO_96",3,26
258,"maxgrain_2BF_10",3,9
258,"maxgrain_2BF_102",3,20
258,"maxgrain_2BF_104",3,19
258,"maxgrain_2BF_106",3,12
258,"maxgrain_2BF_108",3,9
258,"maxgrain_2BF_114",3,12
258,"maxgrain_2BF_116",3,22
258,"maxgrain_2BF_118",3,17
258,"maxgrain_2BF_12",3,10
258,"maxgrain_2BF_120",3,18
258,"maxgrain_2BF_126",3,18
258,"maxgrain_2BF_128",3,12
258,"maxgrain_2BF_130",3,13
258,"maxgrain_2BF_132",3,10
258,"maxgrain_2BF_138",3,9
258,"maxgrain_2BF_140",3,10
258,"maxgrain_2BF_142",3,14
258,"maxgrain_2BF_144",3,14
258,"maxgrain_2BF_18",3,14
258,"maxgrain_2BF_20",3,12
258,"maxgrain_2BF_22",3,10
258,"maxgrain_2BF_24",3,13
258,"maxgrain_2BF_30",3,10
258,"maxgrain_2BF_32",3,11
258,"maxgrain_2BF_34",3,9
258,"maxgrain_2BF_36",3,18
258,"maxgrain_2BF_42",3,7
258,"maxgrain_2BF_44",3,13
258,"maxgrain_2BF_46",3,8
258,"maxgrain_2BF_48",3,11
258,"maxgrain_2BF_54",3,9
258,"maxgrain_2BF_56",3,12
258,"maxgrain_2BF_58",3,10
258,"maxgrain_2BF_60",3,8
258,"maxgrain_2BF_66",3,9
258,"maxgrain_2BF_68",3,12
258,"maxgrain_2BF_70",3,10
258,"maxgrain_2BF_72",3,14
258,"maxgrain_2BF_8",3,11
258,"maxgrain_2BF_80",3,14
258,"maxgrain_2BF_82",3,15
258,"maxgrain_2BF_84",3,14
258,"maxgrain_2BF_90",3,19
258,"maxgrain_2BF_92",3,20
258,"maxgrain_2BF_94",3,17
258,"maxgrain_2BF_96",3,16
258,"maxgrain_2BO_10",3,15
258,"maxgrain_2BO_102",3,18
258,"maxgrain_2BO_104",3,18
258,"maxgrain_2BO_106",3,9
258,"maxgrain_2BO_108",3,14
258,"maxgrain_2BO_114",3,13
258,"maxgrain_2BO_116",3,13
258,"maxgrain_2BO_118",3,16
258,"maxgrain_2BO_12",3,12
258,"maxgrain_2BO_120",3,11
258,"maxgrain_2BO_126",3,13
258,"maxgrain_2BO_128",3,16
258,"maxgrain_2BO_130",3,19
258,"maxgrain_2BO_132",3,13
258,"maxgrain_2BO_138",3,10
258,"maxgrain_2BO_140",3,21
258,"maxgrain_2BO_142",3,15
258,"maxgrain_2BO_144",3,12
258,"maxgrain_2BO_18",3,8
258,"maxgrain_2BO_20",3,14
258,"maxgrain_2BO_22",3,14
258,"maxgrain_2BO_24",3,16
258,"maxgrain_2BO_30",3,11
258,"maxgrain_2BO_34",3,15
258,"maxgrain_2BO_36",3,13
258,"maxgrain_2BO_42",3,11
258,"maxgrain_2BO_44",3,15
258,"maxgrain_2BO_46",3,14
258,"maxgrain_2BO_48",3,13
258,"maxgrain_2BO_54",3,17
258,"maxgrain_2BO_56",3,16
258,"maxgrain_2BO_58",3,15
258,"maxgrain_2BO_6",3,12
258,"maxgrain_2BO_60",3,16
258,"maxgrain_2BO_66",3,14
258,"maxgrain_2BO_68",3,13
258,"maxgrain_2BO_70",3,13
258,"maxgrain_2BO_72",3,14
258,"maxgrain_2BO_78",3,14
258,"maxgrain_2BO_8",3,12
258,"maxgrain_2BO_80",3,18
258,"maxgrain_2BO_82",3,13
258,"maxgrain_2BO_84",3,10
258,"maxgrain_2BO_90",3,19
258,"maxgrain_2BO_92",3,12
258,"maxgrain_2BO_94",3,16
258,"maxgrain_2BO_96",3,16
258,"maxgrain_2CF_10",3,12
258,"maxgrain_2CF_102",3,22
258,"maxgrain_2CF_104",3,18
258,"maxgrain_2CF_106",3,19
258,"maxgrain_2CF_108",3,19
258,"maxgrain_2CF_114",3,20
258,"maxgrain_2CF_116",3,14
258,"maxgrain_2CF_118",3,11
258,"maxgrain_2CF_12",3,18
258,"maxgrain_2CF_120",3,11
258,"maxgrain_2CF_126",3,8
258,"maxgrain_2CF_128",3,12
258,"maxgrain_2CF_130",3,11
258,"maxgrain_2CF_132",3,12
258,"maxgrain_2CF_138",3,15
258,"maxgrain_2CF_140",3,12
258,"maxgrain_2CF_142",3,10
258,"maxgrain_2CF_144",3,9
258,"maxgrain_2CF_18",3,22
258,"maxgrain_2CF_20",3,9
258,"maxgrain_2CF_22",3,10
258,"maxgrain_2CF_24",3,8
258,"maxgrain_2CF_30",3,15
258,"maxgrain_2CF_32",3,16
258,"maxgrain_2CF_34",3,12
258,"maxgrain_2CF_36",3,13
258,"maxgrain_2CF_42",3,11
258,"maxgrain_2CF_44",3,16
258,"maxgrain_2CF_46",3,15
258,"maxgrain_2CF_48",3,9
258,"maxgrain_2CF_56",3,16
258,"maxgrain_2CF_58",3,10
258,"maxgrain_2CF_6",3,12
258,"maxgrain_2CF_60",3,8
258,"maxgrain_2CF_66",3,22
258,"maxgrain_2CF_68",3,10
258,"maxgrain_2CF_70",3,8
258,"maxgrain_2CF_72",3,9
258,"maxgrain_2CF_78",3,13
258,"maxgrain_2CF_8",3,22
258,"maxgrain_2CF_80",3,8
258,"maxgrain_2CF_82",3,12
258,"maxgrain_2CF_84",3,18
258,"maxgrain_2CF_92",3,14
258,"maxgrain_2CF_94",3,12
258,"maxgrain_2CF_96",3,13
258,"maxgrain_2CO_102",3,11
258,"maxgrain_2CO_104",3,12
258,"maxgrain_2CO_106",3,8
258,"maxgrain_2CO_108",3,17
258,"maxgrain_2CO_114",3,18
258,"maxgrain_2CO_116",3,16
258,"maxgrain_2CO_118",3,19
258,"maxgrain_2CO_12",3,10
258,"maxgrain_2CO_120",3,15
258,"maxgrain_2CO_126",3,22
258,"maxgrain_2CO_128",3,14
258,"maxgrain_2CO_130",3,9
258,"maxgrain_2CO_132",3,12
258,"maxgrain_2CO_138",3,11
258,"maxgrain_2CO_140",3,11
258,"maxgrain_2CO_142",3,13
258,"maxgrain_2CO_144",3,16
258,"maxgrain_2CO_18",3,15
258,"maxgrain_2CO_20",3,13
258,"maxgrain_2CO_22",3,11
258,"maxgrain_2CO_24",3,16
258,"maxgrain_2CO_30",3,14
258,"maxgrain_2CO_32",3,19
258,"maxgrain_2CO_34",3,12
258,"maxgrain_2CO_36",3,14
258,"maxgrain_2CO_42",3,20
258,"maxgrain_2CO_44",3,12
258,"maxgrain_2CO_46",3,11
258,"maxgrain_2CO_48",3,10
258,"maxgrain_2CO_54",3,11
258,"maxgrain_2CO_56",3,12
258,"maxgrain_2CO_58",3,14
258,"maxgrain_2CO_6",3,13
258,"maxgrain_2CO_60",3,17
258,"maxgrain_2CO_66",3,20
258,"maxgrain_2CO_68",3,20
258,"maxgrain_2CO_70",3,13
258,"maxgrain_2CO_72",3,8
258,"maxgrain_2CO_78",3,9
258,"maxgrain_2CO_8",3,17
258,"maxgrain_2CO_80",3,10
258,"maxgrain_2CO_82",3,8
258,"maxgrain_2CO_84",3,10
258,"maxgrain_2CO_90",3,16
258,"maxgrain_2CO_92",3,9
258,"maxgrain_2CO_94",3,9
258,"maxgrain_2CO_96",3,18
258,"maxgrain_3BF_10",3,14
258,"maxgrain_3BF_102",3,6
258,"maxgrain_3BF_104",3,13
258,"maxgrain_3BF_106",3,15
258,"maxgrain_3BF_108",3,21
258,"maxgrain_3BF_114",3,22
258,"maxgrain_3BF_116",3,15
258,"maxgrain_3BF_118",3,13
258,"maxgrain_3BF_12",3,11
258,"maxgrain_3BF_120",3,17
258,"maxgrain_3BF_128",3,12
258,"maxgrain_3BF_130",3,8
258,"maxgrain_3BF_132",3,20
258,"maxgrain_3BF_138",3,16
258,"maxgrain_3BF_140",3,14
258,"maxgrain_3BF_142",3,9
258,"maxgrain_3BF_144",3,9
258,"maxgrain_3BF_18",3,13
258,"maxgrain_3BF_20",3,13
258,"maxgrain_3BF_22",3,14
258,"maxgrain_3BF_24",3,17
258,"maxgrain_3BF_30",3,16
258,"maxgrain_3BF_32",3,15
258,"maxgrain_3BF_34",3,15
258,"maxgrain_3BF_36",3,15
258,"maxgrain_3BF_42",3,16
258,"maxgrain_3BF_44",3,20
258,"maxgrain_3BF_46",3,9
258,"maxgrain_3BF_48",3,10
258,"maxgrain_3BF_54",3,17
258,"maxgrain_3BF_56",3,13
258,"maxgrain_3BF_58",3,10
258,"maxgrain_3BF_6",3,9
258,"maxgrain_3BF_60",3,14
258,"maxgrain_3BF_66",3,20
258,"maxgrain_3BF_68",3,21
258,"maxgrain_3BF_70",3,24
258,"maxgrain_3BF_72",3,26
258,"maxgrain_3BF_78",3,11
258,"maxgrain_3BF_8",3,11
258,"maxgrain_3BF_80",3,12
258,"maxgrain_3BF_82",3,12
258,"maxgrain_3BF_84",3,11
258,"maxgrain_3BF_90",3,12
258,"maxgrain_3BF_92",3,17
258,"maxgrain_3BF_94",3,10
258,"maxgrain_3BF_96",3,12
258,"maxgrain_3BO_10",3,18
258,"maxgrain_3BO_102",3,13
258,"maxgrain_3BO_104",3,17
258,"maxgrain_3BO_106",3,14
258,"maxgrain_3BO_108",3,15
258,"maxgrain_3BO_114",3,19
258,"maxgrain_3BO_116",3,20
258,"maxgrain_3BO_118",3,19
258,"maxgrain_3BO_12",3,18
258,"maxgrain_3BO_120",3,19
258,"maxgrain_3BO_126",3,21
258,"maxgrain_3BO_128",3,17
258,"maxgrain_3BO_130",3,25
258,"maxgrain_3BO_132",3,14
258,"maxgrain_3BO_138",3,18
258,"maxgrain_3BO_140",3,22
258,"maxgrain_3BO_142",3,20
258,"maxgrain_3BO_144",3,17
258,"maxgrain_3BO_18",3,23
258,"maxgrain_3BO_20",3,18
258,"maxgrain_3BO_22",3,24
258,"maxgrain_3BO_24",3,16
258,"maxgrain_3BO_30",3,17
258,"maxgrain_3BO_32",3,18
258,"maxgrain_3BO_34",3,20
258,"maxgrain_3BO_36",3,16
258,"maxgrain_3BO_42",3,15
258,"maxgrain_3BO_44",3,10
258,"maxgrain_3BO_46",3,20
258,"maxgrain_3BO_48",3,19
258,"maxgrain_3BO_54",3,22
258,"maxgrain_3BO_56",3,21
258,"maxgrain_3BO_58",3,30
258,"maxgrain_3BO_6",3,14
258,"maxgrain_3BO_60",3,20
258,"maxgrain_3BO_66",3,17
258,"maxgrain_3BO_68",3,12
258,"maxgrain_3BO_70",3,14
258,"maxgrain_3BO_72",3,18
258,"maxgrain_3BO_78",3,22
258,"maxgrain_3BO_8",3,13
258,"maxgrain_3BO_80",3,10
258,"maxgrain_3BO_82",3,9
258,"maxgrain_3BO_84",3,18
258,"maxgrain_3BO_90",3,25
258,"maxgrain_3BO_92",3,16
258,"maxgrain_3BO_94",3,15
258,"maxgrain_3BO_96",3,16
258,"maxgrain_3CF_10",3,26
258,"maxgrain_3CF_102",3,22
258,"maxgrain_3CF_104",3,17
258,"maxgrain_3CF_106",3,21
258,"maxgrain_3CF_108",3,26
258,"maxgrain_3CF_114",3,14
258,"maxgrain_3CF_116",3,20
258,"maxgrain_3CF_118",3,26
258,"maxgrain_3CF_12",3,15
258,"maxgrain_3CF_120",3,13
258,"maxgrain_3CF_126",3,13
258,"maxgrain_3CF_128",3,20
258,"maxgrain_3CF_130",3,16
258,"maxgrain_3CF_132",3,13
258,"maxgrain_3CF_138",3,16
258,"maxgrain_3CF_140",3,18
258,"maxgrain_3CF_142",3,30
258,"maxgrain_3CF_144",3,23
258,"maxgrain_3CF_18",3,13
258,"maxgrain_3CF_20",3,24
258,"maxgrain_3CF_22",3,16
258,"maxgrain_3CF_24",3,16
258,"maxgrain_3CF_30",3,21
258,"maxgrain_3CF_32",3,24
258,"maxgrain_3CF_34",3,22
258,"maxgrain_3CF_36",3,18
258,"maxgrain_3CF_44",3,19
258,"maxgrain_3CF_46",3,10
258,"maxgrain_3CF_48",3,20
258,"maxgrain_3CF_54",3,14
258,"maxgrain_3CF_56",3,16
258,"maxgrain_3CF_58",3,11
258,"maxgrain_3CF_6",3,10
258,"maxgrain_3CF_60",3,9
258,"maxgrain_3CF_66",3,17
258,"maxgrain_3CF_68",3,25
258,"maxgrain_3CF_70",3,18
258,"maxgrain_3CF_72",3,27
258,"maxgrain_3CF_78",3,20
258,"maxgrain_3CF_8",3,24
258,"maxgrain_3CF_80",3,17
258,"maxgrain_3CF_82",3,12
258,"maxgrain_3CF_84",3,18
258,"maxgrain_3CF_90",3,28
258,"maxgrain_3CF_92",3,21
258,"maxgrain_3CF_94",3,24
258,"maxgrain_3CF_96",3,23
258,"maxgrain_3CO_10",3,15
258,"maxgrain_3CO_102",3,11
258,"maxgrain_3CO_104",3,15
258,"maxgrain_3CO_106",3,22
258,"maxgrain_3CO_108",3,20
258,"maxgrain_3CO_114",3,14
258,"maxgrain_3CO_116",3,9
258,"maxgrain_3CO_118",3,14
258,"maxgrain_3CO_12",3,12
258,"maxgrain_3CO_120",3,17
258,"maxgrain_3CO_126",3,21
258,"maxgrain_3CO_128",3,16
258,"maxgrain_3CO_130",3,19
258,"maxgrain_3CO_132",3,21
258,"maxgrain_3CO_138",3,24
258,"maxgrain_3CO_140",3,17
258,"maxgrain_3CO_142",3,15
258,"maxgrain_3CO_18",3,25
258,"maxgrain_3CO_20",3,30
258,"maxgrain_3CO_22",3,13
258,"maxgrain_3CO_30",3,16
258,"maxgrain_3CO_32",3,20
258,"maxgrain_3CO_34",3,23
258,"maxgrain_3CO_36",3,20
258,"maxgrain_3CO_42",3,18
258,"maxgrain_3CO_44",3,16
258,"maxgrain_3CO_46",3,14
258,"maxgrain_3CO_48",3,11
258,"maxgrain_3CO_54",3,20
258,"maxgrain_3CO_56",3,16
258,"maxgrain_3CO_58",3,17
258,"maxgrain_3CO_6",3,26
258,"maxgrain_3CO_60",3,10
258,"maxgrain_3CO_66",3,18
258,"maxgrain_3CO_68",3,12
258,"maxgrain_3CO_70",3,11
258,"maxgrain_3CO_72",3,13
258,"maxgrain_3CO_78",3,18
258,"maxgrain_3CO_8",3,18
258,"maxgrain_3CO_80",3,24
258,"maxgrain_3CO_82",3,23
258,"maxgrain_3CO_84",3,16
258,"maxgrain_3CO_90",3,17
258,"maxgrain_3CO_92",3,20
258,"maxgrain_3CO_94",3,18
258,"maxgrain_3CO_96",3,22
258,"maxgrain_4BF_10",3,15
258,"maxgrain_4BF_102",3,20
258,"maxgrain_4BF_104",3,17
258,"maxgrain_4BF_106",3,18
258,"maxgrain_4BF_108",3,16
258,"maxgrain_4BF_114",3,16
258,"maxgrain_4BF_116",3,18
258,"maxgrain_4BF_118",3,16
258,"maxgrain_4BF_12",3,14
258,"maxgrain_4BF_120",3,23
258,"maxgrain_4BF_126",3,17
258,"maxgrain_4BF_128",3,12
258,"maxgrain_4BF_130",3,13
258,"maxgrain_4BF_132",3,14
258,"maxgrain_4BF_138",3,15
258,"maxgrain_4BF_142",3,9
258,"maxgrain_4BF_144",3,13
258,"maxgrain_4BF_18",3,12
258,"maxgrain_4BF_20",3,14
258,"maxgrain_4BF_22",3,19
258,"maxgrain_4BF_24",3,13
258,"maxgrain_4BF_30",3,27
258,"maxgrain_4BF_32",3,12
258,"maxgrain_4BF_34",3,16
258,"maxgrain_4BF_36",3,20
258,"maxgrain_4BF_42",3,15
258,"maxgrain_4BF_44",3,25
258,"maxgrain_4BF_46",3,16
258,"maxgrain_4BF_48",3,17
258,"maxgrain_4BF_54",3,17
258,"maxgrain_4BF_56",3,12
258,"maxgrain_4BF_58",3,23
258,"maxgrain_4BF_6",3,13
258,"maxgrain_4BF_60",3,9
258,"maxgrain_4BF_66",3,20
258,"maxgrain_4BF_68",3,16
258,"maxgrain_4BF_70",3,13
258,"maxgrain_4BF_72",3,10
258,"maxgrain_4BF_78",3,18
258,"maxgrain_4BF_8",3,16
258,"maxgrain_4BF_80",3,16
258,"maxgrain_4BF_82",3,14
258,"maxgrain_4BF_84",3,16
258,"maxgrain_4BF_90",3,18
258,"maxgrain_4BF_92",3,16
258,"maxgrain_4BF_94",3,16
258,"maxgrain_4BF_96",3,19
258,"maxgrain_4BO_10",3,22
258,"maxgrain_4BO_102",3,14
258,"maxgrain_4BO_104",3,13
258,"maxgrain_4BO_106",3,16
258,"maxgrain_4BO_108",3,16
258,"maxgrain_4BO_114",3,11
258,"maxgrain_4BO_116",3,15
258,"maxgrain_4BO_118",3,22
258,"maxgrain_4BO_12",3,23
258,"maxgrain_4BO_120",3,15
258,"maxgrain_4BO_126",3,10
258,"maxgrain_4BO_128",3,19
258,"maxgrain_4BO_130",3,16
258,"maxgrain_4BO_132",3,21
258,"maxgrain_4BO_138",3,17
258,"maxgrain_4BO_140",3,19
258,"maxgrain_4BO_142",3,15
258,"maxgrain_4BO_144",3,28
258,"maxgrain_4BO_18",3,19
258,"maxgrain_4BO_20",3,24
258,"maxgrain_4BO_22",3,23
258,"maxgrain_4BO_24",3,21
258,"maxgrain_4BO_30",3,23
258,"maxgrain_4BO_32",3,19
258,"maxgrain_4BO_34",3,21
258,"maxgrain_4BO_36",3,24
258,"maxgrain_4BO_42",3,13
258,"maxgrain_4BO_44",3,10
258,"maxgrain_4BO_46",3,16
258,"maxgrain_4BO_48",3,14
258,"maxgrain_4BO_54",3,18
258,"maxgrain_4BO_56",3,12
258,"maxgrain_4BO_58",3,15
258,"maxgrain_4BO_6",3,13
258,"maxgrain_4BO_60",3,10
258,"maxgrain_4BO_66",3,15
258,"maxgrain_4BO_68",3,20
258,"maxgrain_4BO_70",3,19
258,"maxgrain_4BO_72",3,21
258,"maxgrain_4BO_78",3,14
258,"maxgrain_4BO_8",3,20
258,"maxgrain_4BO_80",3,23
258,"maxgrain_4BO_82",3,17
258,"maxgrain_4BO_84",3,11
258,"maxgrain_4BO_90",3,18
258,"maxgrain_4BO_92",3,14
258,"maxgrain_4BO_94",3,15
258,"maxgrain_4BO_96",3,16
258,"maxgrain_4CF_10",3,20
258,"maxgrain_4CF_104",3,18
258,"maxgrain_4CF_106",3,14
258,"maxgrain_4CF_108",3,19
258,"maxgrain_4CF_114",3,7
258,"maxgrain_4CF_116",3,17
258,"maxgrain_4CF_118",3,16
258,"maxgrain_4CF_12",3,21
258,"maxgrain_4CF_120",3,19
258,"maxgrain_4CF_126",3,18
258,"maxgrain_4CF_128",3,24
258,"maxgrain_4CF_130",3,22
258,"maxgrain_4CF_132",3,15
258,"maxgrain_4CF_138",3,15
258,"maxgrain_4CF_140",3,22
258,"maxgrain_4CF_142",3,12
258,"maxgrain_4CF_144",3,23
258,"maxgrain_4CF_18",3,18
258,"maxgrain_4CF_20",3,23
258,"maxgrain_4CF_22",3,18
258,"maxgrain_4CF_24",3,15
258,"maxgrain_4CF_30",3,26
258,"maxgrain_4CF_32",3,13
258,"maxgrain_4CF_34",3,15
258,"maxgrain_4CF_36",3,14
258,"maxgrain_4CF_42",3,14
258,"maxgrain_4CF_44",3,14
258,"maxgrain_4CF_46",3,10
258,"maxgrain_4CF_48",3,15
258,"maxgrain_4CF_54",3,12
258,"maxgrain_4CF_56",3,14
258,"maxgrain_4CF_58",3,11
258,"maxgrain_4CF_6",3,25
258,"maxgrain_4CF_60",3,20
258,"maxgrain_4CF_66",3,16
258,"maxgrain_4CF_68",3,11
258,"maxgrain_4CF_70",3,16
258,"maxgrain_4CF_72",3,18
258,"maxgrain_4CF_78",3,11
258,"maxgrain_4CF_8",3,11
258,"maxgrain_4CF_80",3,17
258,"maxgrain_4CF_82",3,14
258,"maxgrain_4CF_84",3,12
258,"maxgrain_4CF_90",3,11
258,"maxgrain_4CF_92",3,25
258,"maxgrain_4CF_94",3,11
258,"maxgrain_4CF_96",3,19
258,"maxgrain_4CO_102",3,19
258,"maxgrain_4CO_104",3,15
258,"maxgrain_4CO_106",3,11
258,"maxgrain_4CO_108",3,19
258,"maxgrain_4CO_114",3,22
258,"maxgrain_4CO_116",3,20
258,"maxgrain_4CO_118",3,14
258,"maxgrain_4CO_120",3,14
258,"maxgrain_4CO_126",3,12
258,"maxgrain_4CO_128",3,25
258,"maxgrain_4CO_130",3,16
258,"maxgrain_4CO_132",3,16
258,"maxgrain_4CO_138",3,13
258,"maxgrain_4CO_140",3,14
258,"maxgrain_4CO_18",3,17
258,"maxgrain_4CO_20",3,12
258,"maxgrain_4CO_22",3,10
258,"maxgrain_4CO_24",3,12
258,"maxgrain_4CO_30",3,19
258,"maxgrain_4CO_32",3,18
258,"maxgrain_4CO_34",3,14
258,"maxgrain_4CO_36",3,10
258,"maxgrain_4CO_42",3,14
258,"maxgrain_4CO_44",3,16
258,"maxgrain_4CO_46",3,13
258,"maxgrain_4CO_48",3,15
258,"maxgrain_4CO_54",3,13
258,"maxgrain_4CO_56",3,10
258,"maxgrain_4CO_58",3,21
258,"maxgrain_4CO_6",3,15
258,"maxgrain_4CO_60",3,19
258,"maxgrain_4CO_66",3,17
258,"maxgrain_4CO_68",3,17
258,"maxgrain_4CO_70",3,14
258,"maxgrain_4CO_72",3,18
258,"maxgrain_4CO_78",3,19
258,"maxgrain_4CO_8",3,13
258,"maxgrain_4CO_80",3,18
258,"maxgrain_4CO_82",3,11
258,"maxgrain_4CO_84",3,15
258,"maxgrain_4CO_90",3,16
258,"maxgrain_4CO_92",3,15
258,"maxgrain_4CO_94",3,21
258,"maxgrain_4CO_96",3,21
259,"1",1,92
259,"1_1",2,56
259,"1_11",2,48
259,"1_12",2,46
259,"1_13",2,56
259,"1_14",2,46
259,"1_15",2,52
259,"1_17",2,51
259,"1_18",2,57
259,"1_19",2,55
259,"1_2",2,50
259,"1_20",2,53
259,"1_21",2,54
259,"1_22",2,50
259,"1_24",2,55
259,"1_3",2,48
259,"1_4",2,48
259,"1_5",2,51
259,"1_6",2,51
259,"1_7",2,45
259,"1_8",2,48
259,"1_9",2,50
259,"1_10",2,53
259,"1_16",2,49
259,"1_23",2,56
259,"1_1_11",3,30
259,"1_1_13",3,20
259,"1_1_15",3,30
259,"1_1_17",3,24
259,"1_1_31",3,28
259,"1_1_33",3,21
259,"1_1_35",3,24
259,"1_1_37",3,22
259,"1_1_51",3,27
259,"1_1_53",3,25
259,"1_1_55",3,18
259,"1_1_57",3,26
259,"1_1_71",3,26
259,"1_1_73",3,24
259,"1_1_75",3,21
259,"1_1_77",3,25
259,"1_10_11",3,24
259,"1_10_13",3,21
259,"1_10_15",3,20
259,"1_10_17",3,18
259,"1_10_31",3,24
259,"1_10_33",3,21
259,"1_10_35",3,26
259,"1_10_37",3,20
259,"1_10_51",3,23
259,"1_10_53",3,21
259,"1_10_55",3,26
259,"1_10_57",3,17
259,"1_10_71",3,17
259,"1_10_73",3,25
259,"1_10_75",3,19
259,"1_10_77",3,13
259,"1_11_11",3,29
259,"1_11_13",3,28
259,"1_11_15",3,23
259,"1_11_17",3,25
259,"1_11_31",3,23
259,"1_11_33",3,22
259,"1_11_35",3,22
259,"1_11_37",3,22
259,"1_11_51",3,16
259,"1_11_53",3,19
259,"1_11_55",3,17
259,"1_11_57",3,22
259,"1_11_71",3,24
259,"1_11_73",3,24
259,"1_11_75",3,14
259,"1_11_77",3,15
259,"1_12_11",3,20
259,"1_12_13",3,22
259,"1_12_15",3,17
259,"1_12_17",3,23
259,"1_12_31",3,25
259,"1_12_33",3,17
259,"1_12_35",3,20
259,"1_12_37",3,24
259,"1_12_51",3,19
259,"1_12_53",3,26
259,"1_12_55",3,21
259,"1_12_57",3,24
259,"1_12_71",3,17
259,"1_12_73",3,24
259,"1_12_75",3,20
259,"1_12_77",3,22
259,"1_13_11",3,26
259,"1_13_13",3,27
259,"1_13_15",3,25
259,"1_13_17",3,29
259,"1_13_31",3,25
259,"1_13_33",3,27
259,"1_13_35",3,33
259,"1_13_37",3,29
259,"1_13_51",3,18
259,"1_13_53",3,15
259,"1_13_55",3,21
259,"1_13_57",3,25
259,"1_13_71",3,24
259,"1_13_73",3,17
259,"1_13_75",3,23
259,"1_13_77",3,29
259,"1_14_11",3,24
259,"1_14_13",3,23
259,"1_14_15",3,28
259,"1_14_17",3,23
259,"1_14_31",3,18
259,"1_14_33",3,13
259,"1_14_35",3,26
259,"1_14_37",3,20
259,"1_14_51",3,25
259,"1_14_53",3,21
259,"1_14_55",3,14
259,"1_14_57",3,21
259,"1_14_71",3,19
259,"1_14_73",3,25
259,"1_14_75",3,18
259,"1_14_77",3,22
259,"1_15_11",3,24
259,"1_15_13",3,20
259,"1_15_15",3,10
259,"1_15_17",3,28
259,"1_15_31",3,19
259,"1_15_33",3,11
259,"1_15_35",3,13
259,"1_15_37",3,24
259,"1_15_51",3,13
259,"1_15_53",3,17
259,"1_15_55",3,13
259,"1_15_57",3,23
259,"1_15_71",3,17
259,"1_15_73",3,17
259,"1_15_75",3,14
259,"1_15_77",3,27
259,"1_16_11",3,15
259,"1_16_13",3,19
