,Species,Temp.Est,Temp.P,Temp.R2,Elev.Est,Elev.P,Elev.R2,Precip.Est,Precip.P,Precip.R2,EVI.Est,EVI.P,EVI.R2,Euc.dist.Est,Euc.dist.P,Euc.dist.R2,Multi.Est,Multi.P,Multi.R2,Common.Name,Code
99,5070,-0.306950915,4.24E-24,0.315471899,-0.175931256,2.15E-08,0.109433963,-0.135170331,2.70E-06,0.078173715,-0.02470129,0.368766599,0.002981921,-0.07074211,0.000442906,0.044600615,-0.064544128,0.00107276,0.266297571,Baltimore Oriole,BAOR
100,5080,-0.137536094,0.044537432,0.041809176,-0.160476989,0.033281359,0.046816666,-0.127243014,0.011182035,0.065837129,-0.213304399,0.001476999,0.101426536,-0.012568118,0.414105927,0.007033038,0.004139152,0.799622429,0.055658744,Bullock's Oriole,BUOR
101,5090,-0.016022945,0.53001043,0.051100393,0.039740961,0.077889746,0.33807951,-0.019204346,0.323008721,0.121774019,0.012425324,0.635519918,0.029440496,-0.02451416,0.597646264,0.036374254,-0.030298125,0.358606644,0.680763601,Rusty Blackbird,RUBL
102,5100,-0.054541923,0.29059085,0.009225799,0.043075878,0.507221709,0.003643058,-0.000415574,0.992564278,7.21E-07,-0.207512739,0.000982914,0.086175346,0.009629377,0.3893463,0.0061303,0.00252945,0.843394885,-0.006832895,Brewer's Blackbird,BRBL
103,5110,-0.095774686,9.38E-07,0.063685624,-0.160854835,1.06E-40,0.386248359,-0.169787309,2.73E-23,0.236945078,-0.118232395,4.32E-12,0.122999956,-0.010820474,7.82E-11,0.109290017,-0.002939684,0.033684697,0.448859703,Common Grackle,COGR
104,5120,0.156380341,0.054086214,0.08174082,0.169026291,0.070954101,0.072210872,0.048440687,0.655654059,0.004560417,0.056813744,0.562227605,0.007690671,0.001620337,0.914399106,0.000265566,-0.008262265,0.485786404,0.445548511,Great-tailed Grackle,GTGR
105,5130,0.250035891,0.047786624,0.142349379,-0.26866254,0.154100168,0.076540895,-0.221046566,0.043249353,0.147982427,-0.052112743,0.688572604,0.006278344,-0.133659619,0.123288711,0.088903678,0.045766605,0.620125685,0.312586523,Boat-tailed Grackle,BTGR
106,5140,-0.042967532,0.298210423,0.013352923,-0.044381555,0.258876313,0.01571033,-0.053093894,0.169641825,0.023156816,-0.100136704,0.024109699,0.061230993,-0.019244902,0.005115058,0.092773784,-0.026211654,0.00160036,0.215035691,Evening Grosbeak,EVGR
107,5150,0.082801403,0.705994752,0.030937843,0.49255417,0.328196809,0.190042956,-0.495717168,0.181231657,0.325279369,-0.242676523,0.489565483,0.100010587,0.093654873,0.33837308,0.182986727,-0.738354932,0.103229267,0.924855807,Pine Grosbeak,PIGR
108,5170,-0.019947749,0.63916565,0.001645337,0.00843693,0.788971994,0.000536438,0.061544361,0.083723721,0.02215574,-0.044087262,0.34937885,0.006538113,0.0152799,0.441763742,0.004422341,-0.016969733,0.43141133,0.178933373,Purple Finch,PUFI
109,5180,0.09203253,0.316885301,0.032305334,0.153940509,0.104800146,0.08262445,-0.107056397,0.162556032,0.061928999,-0.208446578,0.033623177,0.137519305,0.040043716,0.157755061,0.063321676,0.011111612,0.748168096,0.072934304,Cassin's Finch,CAFI
110,5190,-0.149621278,2.51E-09,0.089379569,-0.001819667,0.922020321,2.52E-05,-0.004610252,0.837832621,0.000110372,0.117461485,7.24E-07,0.062644488,0.009516499,0.098969073,0.007147127,0.008419163,0.2513369,0.015255953,House Finch,HOFI
111,5210,-0.023436,0.686111294,0.002219621,0.145261127,0.015693677,0.07633687,0.142828111,0.003505783,0.109486025,-0.021004921,0.731235202,0.001603851,0.030705969,0.008423254,0.090109367,0.006401809,0.565451424,0.317045436,Red Crossbill,RECR
112,5220,-0.022260301,0.479477807,0.057021602,-0.000974764,0.978273128,8.71E-05,-0.052252761,0.267766506,0.134233454,0.022556259,0.536757409,0.043816437,-0.030388243,0.297702226,0.119518147,-0.035625813,0.297668436,0.011605581,White-winged Crossbill,WWCR
113,5290,-0.258433991,4.85E-22,0.230504108,-0.178484393,1.45E-25,0.26450959,-0.162684828,2.04E-13,0.140850748,-0.099630719,3.46E-05,0.047082181,-0.023244625,4.00E-06,0.058059377,0.008801856,0.056719243,0.462507429,American Goldfinch,AMGO
114,5300,-0.191733161,0.022338431,0.096366306,-0.050136892,0.606441034,0.005139688,-0.007634266,0.925979835,0.000167573,-0.118953908,0.174714411,0.035132654,-0.004751413,0.189413808,0.032884875,-0.006147947,0.102288902,0.106192609,Lesser Goldfinch,LEGO
115,5310,-0.020084484,0.94174626,0.001178859,-0.069503263,0.759034286,0.020566628,-0.27161328,0.314588145,0.199841374,-0.294761898,0.159727958,0.352712932,-0.349149771,0.242676002,0.259702084,-0.332800618,0.715041026,-1.858482222,Lawrence's Goldfinch,LAGO
116,5330,0.168253331,0.001598001,0.091760196,0.209497343,0.000162181,0.12840696,0.122605639,0.010031106,0.062041365,-0.101666587,0.084791656,0.028292603,0.030195154,0.003873199,0.077436087,-0.004896768,0.639371299,0.312225137,Pine Siskin,PISI
117,5380,-0.233693885,0.308522955,0.170987226,-0.6870006,0.092392718,0.400062961,-0.300432677,0.182905111,0.27418087,-0.087208111,0.739014901,0.019895599,-1.784444364,0.13844311,0.327226273,-1.317934704,0.235616591,0.719336027,Chestnut-collared Longspur,CCLO
118,5390,-0.193701765,0.393028955,0.248166451,-0.006015195,0.961932883,0.000894148,0.231428764,0.129998778,0.588646389,0.212295299,0.513231485,0.154168674,0.091213611,0.011991973,0.908966473,0.099474194,NA,NA,McCown's Longspur,MCLO
119,5400,-0.123984994,0.002557257,0.037127285,0.113811529,0.000675619,0.046909912,0.027942092,0.513504052,0.001773557,0.051777219,0.204345351,0.006676312,0.026503007,0.003295789,0.035271289,0.015622855,0.111929058,0.305665544,Vesper Sparrow,VESP
120,5420,-0.193803137,5.22E-07,0.106551288,-0.026691818,0.419858083,0.002907222,-0.080130874,0.03488002,0.019718045,-0.036527946,0.395440476,0.00322586,0.003791873,0.701566044,0.00065682,0.017377256,0.143122327,0.213425361,Savannah Sparrow,SAVS
121,5450,-0.056893805,0.781815722,0.010152191,-0.356102291,0.025752228,0.482726643,-0.129563581,0.498269069,0.059171822,-0.568814279,0.006509553,0.624601845,-0.103381211,0.070070376,0.353069722,-0.298225734,0.190414176,0.586231552,Baird's Sparrow,BAIS
122,5460,-0.193615455,6.79E-09,0.112865438,-0.03294746,0.174149935,0.006562499,-0.095281839,0.003050852,0.030805204,-0.073664083,0.017018767,0.020096255,-0.003012982,0.26053008,0.004502969,-0.000760519,0.786756986,0.042873888,Grasshopper Sparrow,GRSP
123,5470,-0.0225872,0.289418277,0.015792923,-0.062339061,0.005067138,0.105430646,-0.011783794,0.686167314,0.002313088,-0.000837037,0.958595694,3.82E-05,-0.024687638,0.118800124,0.033921362,-0.034009814,0.055414585,0.001649451,Henslow's Sparrow,HESP
124,5480,-0.075872062,0.423927657,0.03586039,0.036664576,0.715540517,0.007556973,0.156561484,0.281940851,0.063979183,-0.039671098,0.744871619,0.006030106,-0.013278973,0.875003422,0.001412437,0.070043361,0.326148314,0.495123581,Le Conte's Sparrow,LCSP
125,5490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saltmarsh Sharp-tailed Sparrow,SSTS
126,5491,0.058318803,0.745324326,0.018920615,-0.172431053,0.280825914,0.189648485,-0.12192852,0.416976878,0.11236569,0.060590877,0.687938299,0.0287847,-0.119690198,0.157988557,0.302327662,0.059041673,0.388370817,0.865942301,Nelson's Sharp-tailed Sparrow,NSTS
127,5500,-0.691894669,0.102707523,0.381534942,0.187639935,0.526199568,0.070126099,-0.890396035,0.041256075,0.527706724,-0.224682731,0.51906074,0.072483593,-0.312833453,0.384901767,0.127660602,-0.398304533,0.109148509,0.921177965,Seaside Sparrow,SESP
128,5520,-0.061877905,0.227720597,0.009816114,0.091094811,0.120712197,0.016193093,-0.235624041,0.000571839,0.077291268,-0.058847684,0.34444929,0.006041302,-0.013308582,0.274097715,0.00807646,-0.036537969,0.003256441,0.2488783,Lark Sparrow,LASP
129,5540,0.212605008,0.106092497,0.07497868,0.305200791,0.029287218,0.132178914,0.155413327,0.205147289,0.046782886,-0.064774814,0.697147358,0.004510358,0.062736118,0.006832826,0.196128939,0.030006597,0.10199999,0.517129993,White-crowned Sparrow,WCSP
130,5580,-0.111150779,0.234648837,0.019560111,-0.00680654,0.950595432,5.37E-05,0.184790378,0.078074684,0.042488802,0.131152514,0.153112199,0.028140306,-0.02990418,0.604903123,0.003736454,-0.084235576,0.022259325,0.65580465,White-throated Sparrow,WTSP
131,5600,-0.160961385,2.34E-10,0.102204411,-0.063350401,0.000381817,0.033309333,-0.203704497,9.48E-22,0.218464746,-0.063187191,0.006381403,0.019773159,-0.017987377,0.001554289,0.026522686,-0.000676615,0.917029335,0.282086546,Chipping Sparrow,CHSP
132,5610,-0.192384567,0.041190006,0.077738467,-0.171579038,0.00686544,0.132271883,-0.194102064,0.067861869,0.062680732,-0.134791231,0.104317071,0.049934179,-0.046132759,0.061906237,0.065434884,0.004212345,0.868323936,0.445820527,Clay-colored Sparrow,CCSP
133,5620,-0.10712115,0.201631162,0.036785735,0.033512668,0.67510788,0.004030313,-0.003612879,0.95690855,6.71E-05,-0.127523261,0.127847164,0.051896417,-0.00335213,0.897588871,0.000380723,-0.014279027,0.596407045,0.156181908,Brewer's Sparrow,BRSP
134,5630,-0.326772778,2.40E-28,0.333501599,-0.122385934,2.75E-06,0.070537777,-0.22703621,2.06E-17,0.213289499,-0.079239567,0.002740277,0.029418028,-0.071865228,0.000182291,0.045537073,-0.049766592,0.014874651,0.181064039,Field Sparrow,FISP
135,5650,-0.23064775,0.55551001,0.060966207,-0.028089211,0.931271664,0.001346011,-0.219297757,0.382718435,0.128757792,0.353617662,0.386390427,0.126916766,-0.096763974,0.452879644,0.096926325,-0.245211169,0.686332611,0.05259154,Black-chinned Sparrow,BCSP
136,5730,0.065696866,0.591789681,0.010037341,-0.080567694,0.526440788,0.013978126,-0.059859077,0.546785209,0.012657643,0.04671718,0.697794045,0.005275597,0.002414529,0.971255099,4.56E-05,-0.013973816,0.841307279,0.009542376,Black-throated Sparrow,BTSP
137,5740,0.155612526,0.250931133,0.068735499,0.138516181,0.339841257,0.048029729,0.014040652,0.87570256,0.00132118,0.014695199,0.908479471,0.00071381,0.061322411,0.308086978,0.054580932,0.069045729,0.440269832,-0.243671003,Sage Sparrow,SAGS
138,5750,-0.046453309,0.593359777,0.007998737,-0.113396939,0.292528204,0.030723728,-0.046823413,0.602703442,0.007602179,-0.003582122,0.96299926,6.06E-05,0.086091449,0.60903851,0.00734051,0.118133396,0.432930097,0.314951503,Bachman's Sparrow,BACS
139,5760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Botteri's Sparrow,BOSP
140,5780,-0.293028869,0.017370223,0.180006192,-0.416430727,5.86E-05,0.432239044,-0.210352922,0.075784579,0.104702233,-0.396994959,0.002865525,0.267858306,-0.202206061,0.000578632,0.339822108,-0.14336804,0.01126856,0.488799685,Cassin's Sparrow,CASP
141,5800,0.088754781,0.596053248,0.01687711,-0.192182243,0.354553435,0.050589923,-0.180631687,0.400162807,0.0419688,-0.091865899,0.558073427,0.020565933,-0.134315127,0.113756797,0.140550338,-0.061873786,0.548449042,0.149394959,Rufous-crowned Sparrow,RCSP
142,5810,-0.187847826,1.89E-12,0.138168018,-0.130143749,2.70E-11,0.124614694,-0.151447469,1.95E-10,0.114383784,-0.142643343,5.68E-08,0.084567443,-0.029365779,9.96E-07,0.069255798,-0.009251644,0.184120371,0.309666878,Song Sparrow,SOSP
143,5830,0.207246794,0.002186964,0.238091399,0.233935713,0.037730315,0.11759349,0.118401597,0.155510596,0.056787404,-0.178709313,0.102665772,0.074287493,0.029820454,0.060296488,0.097216581,0.004837655,0.763130022,0.36923892,Lincoln's Sparrow,LISP
144,5840,-0.079187059,0.107713094,0.020568014,-0.070750783,0.22711368,0.011649123,-0.064756108,0.290106095,0.008948609,-0.066150394,0.153658892,0.016216626,-0.061567785,0.082082671,0.02398969,-0.055386371,0.092791118,0.163007115,Swamp Sparrow,SWSP
145,5850,0.094090455,0.498621458,0.02013842,0.174871611,0.200176867,0.070314787,-0.160359772,0.194416897,0.072078268,-0.204879376,0.172076177,0.079506364,0.000435405,0.984541812,1.67E-05,-0.025286803,0.153531572,0.462675263,Fox Sparrow,FOSP
146,5860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olive Sparrow,OLSP
147,5870,-0.072192176,0.021028266,0.017857006,0.086274985,0.008738229,0.022998843,-0.112054689,9.26E-05,0.050401274,0.015753513,0.551072118,0.001201982,0.000945218,0.969192198,5.05E-06,-0.013582101,0.532795929,0.306603152,Eastern Towhee,EATO
148,5880,-0.223433461,0.003228378,0.111302788,-0.120608202,0.154153486,0.027248843,0.163745181,0.00533138,0.100230366,0.067355537,0.385896289,0.010176598,-0.002473273,0.869412574,0.000367664,-0.009091644,0.525652174,0.223092711,Spotted Towhee,SPTO
149,5900,-0.056331119,0.577806306,0.009203845,0.183842213,0.064514027,0.096958279,0.135376566,0.141931668,0.062344314,-0.054548612,0.611242274,0.007681944,0.066320701,0.066259272,0.09577127,0.022861512,0.55270391,0.24604652,Green-tailed Towhee,GTTO
150,5910,0.004164725,0.98006716,4.03E-05,0.014148969,0.922712668,0.000606748,-0.017460182,0.898281051,0.001053173,0.124350801,0.427293766,0.039816117,-0.032699959,0.740993118,0.007020207,-0.089555296,0.333993301,0.415657405,Canyon Towhee,CANT
151,5911,-0.316223619,0.106950928,0.154220308,-0.305328316,0.006754829,0.376567416,-0.283233348,0.251032429,0.081432336,0.16067777,0.468645501,0.033294273,-0.355491659,0.001012629,0.50112688,-0.227272146,0.127681939,0.448694809,California Towhee,CALT
152,5920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abert's Towhee,ABTO
153,5930,-0.136812324,1.37E-10,0.122812869,-0.074193311,2.82E-05,0.054228986,-0.070673743,0.000271867,0.041269893,-0.016227422,0.367503907,0.002578818,-0.034466529,0.007639491,0.022372536,-0.025453195,0.048709179,0.315159352,Northern Cardinal,NOCA
154,5940,0.022796208,0.933945154,0.000913496,-0.226741224,0.337484243,0.115126318,0.281124701,0.281318223,0.142977203,0.225109076,0.323415186,0.121582704,0.004810811,0.958860541,0.000353939,-0.001759687,0.981427535,0.42580446,Pyrrhuloxia,PYRR
155,5950,-0.190625588,3.11E-06,0.105275236,-0.122085932,0.003687748,0.042210612,-0.015143508,0.692554731,0.000799338,-0.061361127,0.089674495,0.014624431,-0.048514028,0.138211459,0.011178723,-0.039236548,0.137877483,0.393687378,Rose-breasted Grosbeak,RBGR
156,5960,-0.142023335,0.040642943,0.050119447,0.024875311,0.747426106,0.00127164,0.078093957,0.154206484,0.024601231,-0.002464265,0.972151268,1.50E-05,0.015365423,0.275084252,0.014509481,-0.001152649,0.934161695,0.207232149,Black-headed Grosbeak,BHGR
157,5970,-0.23300414,4.92E-09,0.159091945,-0.014401781,0.624505856,0.00121235,0.016573882,0.66941316,0.000922555,-0.06173812,0.122894812,0.01197842,0.0038721,0.743045776,0.00054399,0.045227394,0.011052758,0.076103747,Blue Grosbeak,BLGR
158,5980,-0.22671405,1.51E-16,0.186841989,-0.170871404,4.04E-20,0.225962121,-0.210612254,1.37E-18,0.209431733,-0.170478475,1.54E-13,0.152477533,-0.094425442,1.73E-11,0.12832517,-0.011781005,0.429482923,0.379514749,Indigo Bunting,INBU
159,5990,-0.172136405,0.011353702,0.09320593,-0.089873264,0.229756992,0.021779224,0.090438041,0.153610481,0.030604744,-0.005689144,0.936533235,9.68E-05,0.01126826,0.404222412,0.010565233,0.0002979,0.983602202,0.075961277,Lazuli Bunting,LAZB
160,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Varied Bunting,VABU
161,6010,-0.119691899,0.270815152,0.033576728,-0.030428115,0.713970751,0.003776772,-0.065944741,0.550781791,0.009974681,0.030446815,0.780181918,0.002191365,-0.046608362,0.669471559,0.005119294,-0.260722558,0.161121382,0.140769331,Painted Bunting,PABU
162,6040,-0.174962199,0.000794337,0.066126618,-0.142484036,0.00014485,0.084025408,-0.221464403,4.81E-06,0.119374846,-0.130372787,0.003997246,0.049117011,-0.078488223,4.59E-05,0.096044507,-0.061883554,0.021818992,0.159318106,Dickcissel,DICK
163,6050,-0.256912199,0.005114605,0.161470175,-0.167961991,0.067974807,0.072117151,-0.179031322,0.020367111,0.113860574,-0.18312653,0.077740596,0.067524787,-0.04398147,0.033447207,0.096625922,-0.066586522,0.012038063,0.21634446,Lark Bunting,LARB
164,6070,-0.123752593,0.085058954,0.041769239,-0.057654651,0.495856413,0.006650872,0.054205618,0.383943476,0.010847395,-0.021141484,0.790735839,0.001012602,0.003047018,0.836870599,0.000609783,-0.02349764,0.073679513,0.324002034,Western Tanager,WETA
165,6080,-0.11169128,0.00777462,0.027453526,0.118248891,0.002015944,0.036772031,-0.178478505,9.25E-08,0.106029634,-0.000951908,0.976500704,3.41E-06,-0.004717389,0.869777623,0.0001056,-0.008125179,0.751955714,0.232263174,Scarlet Tanager,SCTA
166,6090,-0.098524993,0.630381333,0.041049287,0.007155344,0.974763573,0.0001812,0.020565816,0.893826358,0.003220296,0.270884221,0.114539594,0.362041261,-0.028872413,0.865535548,0.005178591,-0.781628218,0.269923364,0.151134314,Hepatic Tanager,HETA
167,6100,-0.207722995,0.000118275,0.093775748,-0.074027776,0.034335722,0.029314866,-0.082235315,0.067384555,0.021984439,-0.044001161,0.302489841,0.007039407,-0.086691217,0.003778117,0.054205233,-0.128063946,0.00028934,0.391160189,Summer Tanager,SUTA
168,6110,0.029087674,0.395523017,0.002423592,-0.066799647,0.003669259,0.027973067,0.043440865,0.170610324,0.00629128,-0.049132257,0.091999603,0.00949755,-0.02442809,0.01705481,0.018946621,0.013609732,0.212318708,0.368279332,Purple Martin,PUMA
169,6120,0.084197833,0.012229848,0.021231911,0.044006145,0.121570163,0.008161278,0.099273497,0.002497589,0.030772333,0.011361615,0.769446345,0.000293656,0.018537196,0.015915914,0.019674362,0.010948013,0.246914131,0.120651646,Cliff Swallow,CLSW
170,6121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cave Swallow,CASW
171,6130,-0.232896604,2.68E-32,0.280904457,-0.116463337,9.62E-15,0.131751106,-0.102317977,1.05E-07,0.064449063,-0.064987227,0.001571916,0.023264159,-0.033201368,3.01E-11,0.09882058,-0.011857998,0.05519352,0.203656743,Barn Swallow,BARS
172,6140,-0.028779164,0.39368586,0.002218989,-0.043839841,0.05900589,0.010826763,-0.025423934,0.374636711,0.002403903,0.005830351,0.848937791,0.000110773,-0.010035591,0.070965698,0.009906432,-0.004202097,0.430755505,0.374901587,Tree Swallow,TRES
173,6150,-0.134731818,0.077858732,0.043746338,0.232263247,0.008658876,0.094397766,0.143383479,0.027225089,0.067755734,0.00691371,0.934300448,9.78E-05,0.050661475,0.005093199,0.106744105,0.023834269,0.182248335,0.222583369,Violet-green Swallow,VGSW
174,6160,-0.072232414,0.015718169,0.026111487,-0.017567914,0.390168254,0.003343221,0.003428192,0.91251613,5.47E-05,0.001374302,0.960295856,1.12E-05,-0.000241622,0.97079743,6.08E-06,0.010812307,0.203340055,0.149116226,Bank Swallow,BANS
175,6170,-0.122381696,4.42E-08,0.073660936,-0.054965485,0.001028929,0.027146393,0.013129162,0.526935456,0.001021949,-0.018026327,0.415429762,0.001692582,-0.009342217,0.123510154,0.006041018,-0.000787983,0.923524325,0.022133472,Northern Rough-winged Swallow,NRWS
176,6190,-0.213814517,8.94E-11,0.128168585,-0.158697782,5.31E-14,0.168644442,-0.091961032,0.000509387,0.038648978,-0.077756452,0.007092207,0.023374789,-0.040162147,4.49E-07,0.079748213,-0.008608534,0.24004443,0.57144193,Cedar Waxwing,CEDW
177,6200,-0.056643999,0.708783482,0.011088371,-0.126816022,0.532065156,0.030725622,-0.012465437,0.934421424,0.000541065,0.020047482,0.935444954,0.000524275,-0.100178035,0.053817347,0.25691085,-0.110254353,0.170617854,0.127146197,Phainopepla,PHAI
178,6220,0.017482811,0.66021718,0.000922053,0.076063741,0.014457868,0.028146679,0.191593238,1.31E-05,0.086661681,0.020370405,0.631001491,0.001100608,0.031617413,0.001969487,0.044687417,0.015035118,0.206756088,0.279109011,Loggerhead Shrike,LOSH
179,6240,-0.079629096,0.010111155,0.019073927,-0.115118459,6.69E-08,0.081369204,-0.198535226,3.60E-15,0.164912948,-0.084589097,0.001608724,0.028550139,-0.066686171,8.25E-10,0.103944143,-0.019798732,0.117136765,0.307211286,Red-eyed Vireo,REVI
180,6260,-0.016772044,0.721648719,0.006170115,0.000241269,0.996840971,7.64E-07,-0.015965882,0.791957107,0.003387105,-0.061385724,0.254939684,0.06123875,-0.018851444,0.486752927,0.023310797,0.0197765,0.584614782,0.216467975,Philadelphia Vireo,PHVI
181,6270,-0.122369857,0.000493299,0.039726072,0.012697043,0.607302785,0.000881484,-0.020970252,0.475880933,0.00169568,-0.073653141,0.020509925,0.017763348,0.002146522,0.712049285,0.000454783,-0.002600354,0.689019713,0.06540835,Warbling Vireo,WAVI
182,6280,-0.023561633,0.464165097,0.00193603,-0.020534248,0.517594199,0.001513081,0.033818107,0.232836838,0.00513485,-0.038129054,0.145873694,0.007619546,0.005253141,0.810829486,0.00020718,0.024865464,0.246645457,0.135096291,Yellow-throated Vireo,YTVI
183,6290,-0.016236734,0.742835278,0.000931594,-0.020548305,0.575177584,0.002715723,-0.046604376,0.315730821,0.008676746,0.067066505,0.206204569,0.013738967,-0.026807706,0.141679494,0.018524011,-0.039174291,0.060448296,0.399736274,Blue-headed Vireo,BHVI
184,6291,-0.068333329,0.484245289,0.016446504,-0.019490069,0.839029986,0.001397585,-0.202773586,0.020258049,0.166917256,-0.061561312,0.584503254,0.010083179,-0.015644031,0.374537305,0.026371871,-0.021902461,0.271544975,0.062005727,Plumbeous Vireo,PLVI
185,6292,-0.037901815,0.742788407,0.00438496,0.071230046,0.528399445,0.016088563,-0.033872431,0.749196532,0.004162149,-0.020091253,0.878008014,0.000960997,0.003816718,0.920145186,0.000410044,-0.015938528,0.754857339,0.022069244,Cassin's Vireo,CAVI
186,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black-capped Vireo,BCVI
187,6310,-0.100057199,0.031120512,0.022463974,-0.035893458,0.395290077,0.003527282,-0.021968707,0.622038471,0.001187617,0.024915061,0.502776068,0.002193533,-0.094969792,0.008639628,0.033157996,-0.032196991,0.270821072,0.466275593,White-eyed Vireo,WEVI
188,6320,-0.070486101,0.572880135,0.013432698,-0.175825421,0.064866808,0.134948889,0.107975136,0.341187467,0.0378071,0.162077358,0.242649894,0.056417667,-0.026692865,0.5344005,0.016287957,-0.016051095,0.74302628,0.028671573,Hutton's Vireo,HUVI
189,6330,0.032941309,0.560929083,0.005762553,0.04310023,0.283273561,0.019487263,-0.001720958,0.975466739,1.62E-05,0.06262145,0.307973206,0.017608875,0.000461244,0.981407602,9.28E-06,-0.087255843,0.001514124,0.216659084,Bell's Vireo,BEVI
190,6340,-0.309958197,0.155596727,0.432729566,-0.179547142,0.252476023,0.30856112,-0.158680379,0.335255824,0.230433412,-0.155505398,0.321178966,0.242383353,-0.185642356,0.223286086,0.341413375,-0.743944774,NA,NA,Gray Vireo,GRVI
191,6360,0.091014737,0.057332642,0.01751179,0.03110235,0.502142253,0.002200043,0.031149136,0.389982603,0.003607139,0.043606092,0.281619396,0.005652685,0.061295803,0.030409777,0.022653599,0.044961864,0.070320798,0.301981987,Black-and-white Warbler,BAWW
192,6370,-0.156542918,0.003931273,0.07578872,-0.123862371,0.015051849,0.054480507,-0.003523288,0.950367432,3.67E-05,-0.044063338,0.292852992,0.010432798,-0.096880293,0.028564368,0.044419607,-0.037573801,0.384017355,0.280074055,Prothonotary Warbler,PROW
193,6380,0.088463705,0.109161108,0.07591064,0.101310988,0.044022339,0.117287937,0.040174457,0.491287157,0.014467893,0.096866102,0.036614709,0.125732145,0.018626548,0.747843368,0.003174628,-0.06138385,0.426348865,-0.002720833,Swainson's Warbler,SWWA
194,6390,-0.129099374,0.001342686,0.091218258,-0.010214065,0.797753692,0.000610661,-0.00110986,0.97684815,7.83E-06,0.018343748,0.568930027,0.003013795,0.040300589,0.207365234,0.014679103,0.018831433,0.584379209,0.016985387,Worm-eating Warbler,WEWA
