,Species,Temp.Est,Temp.P,Temp.R2,Elev.Est,Elev.P,Elev.R2,Precip.Est,Precip.P,Precip.R2,EVI.Est,EVI.P,EVI.R2,Euc.dist.Est,Euc.dist.P,Euc.dist.R2,Multi.Est,Multi.P,Multi.R2,Common.Name,Code
195,6410,-0.137909747,0.002538498,0.066461088,-0.126538347,0.007277636,0.052910766,-0.090417935,0.023731652,0.03786117,-0.024703207,0.480165524,0.003755069,-0.069778125,0.048611804,0.028921783,-0.08176033,0.017823318,0.117615487,Blue-winged Warbler,BWWA
196,6420,0.088475387,0.032630026,0.055802207,-0.020319606,0.581218253,0.003819889,0.076011293,0.054401128,0.045476675,0.009440214,0.810285039,0.000724603,0.046555462,0.146772208,0.02613554,0.052066509,0.094764738,0.136721725,Golden-winged Warbler,GWWA
197,6430,-0.073024263,0.919728032,0.002869303,0.017042371,0.987520087,6.92E-05,0.844301687,0.205519734,0.363114597,-0.297228958,0.565085189,0.089304827,-0.094504192,0.332665904,0.232595517,-0.422891034,NA,NA,Lucy's Warbler,LUWA
198,6440,0.433812012,0.025430775,0.442841529,0.394667082,0.046312352,0.372011564,0.18111965,0.396869121,0.080814062,0.212328922,0.346663283,0.098739617,0.089038052,0.157567433,0.208892148,0.048320605,0.463819487,0.589611733,Virginia's Warbler,VIWA
199,6450,0.058745031,0.374571609,0.008970108,0.004869236,0.918251645,0.000120382,-0.091716239,0.167506178,0.021536932,-0.126794323,0.066249656,0.03782012,-0.017992729,0.298968355,0.012253069,-0.061638052,0.00171094,0.339369885,Nashville Warbler,NAWA
200,6460,0.157919342,0.098788195,0.058125449,-0.07538007,0.455993395,0.012138291,0.110192434,0.209708667,0.033986856,0.060189384,0.598999226,0.006058271,0.001985783,0.904899256,0.000313651,0.005805729,0.626064367,0.576920583,Orange-crowned Warbler,OCWA
201,6470,0.011473149,0.82743697,0.002207168,-0.017809538,0.701773448,0.006795042,0.060559821,0.363801606,0.037620302,-0.021191448,0.651163199,0.009460906,-0.026320172,0.61031147,0.012003903,-0.007157041,0.887196891,0.066167543,Tennessee Warbler,TEWA
202,6480,0.159102774,2.03E-05,0.077701399,0.207425866,2.28E-07,0.112434938,0.043974653,0.21063183,0.006955972,0.035717731,0.264988048,0.005519255,0.06536036,0.013698122,0.026704192,0.049411702,0.058733584,0.15166503,Northern Parula,NOPA
203,6500,-0.057777988,0.287311952,0.047021224,-0.044371866,0.39900264,0.029807619,-0.082846778,0.315314765,0.041985782,0.038686885,0.440142854,0.025032359,-0.074077403,0.226136883,0.060417153,-0.043949235,0.473483826,0.081255732,Cape May Warbler,CMWA
204,6520,-0.182680056,1.40E-08,0.088472089,-0.032005026,0.201399638,0.004685945,-0.072692741,0.014532444,0.017039533,0.029976138,0.352886345,0.002480515,0.000158575,0.983856643,1.18E-06,-0.006313154,0.479047871,0.285349328,Yellow Warbler,YWAR
205,6540,0.061909658,0.353443274,0.011339613,0.027065178,0.702593006,0.001929065,-0.003028685,0.958936059,3.51E-05,0.031168183,0.639733335,0.002897594,-0.096314926,0.186584353,0.022838772,-0.070222938,0.212450061,0.47060823,Black-throated Blue Warbler,BTBW
206,6550,-0.029281831,0.534424902,0.002930813,0.057331307,0.286383136,0.008605615,-0.123495355,0.013467689,0.045375407,-0.179481301,0.003250315,0.063741701,-0.014950156,0.101210603,0.02022109,-0.026639491,0.002486295,0.339967753,Yellow-rumped Warbler,YRWA
207,6570,0.088468682,0.228716314,0.017407761,-0.005292779,0.942315796,6.35E-05,-0.031863736,0.663220693,0.00229592,0.03448437,0.596246381,0.003396508,-0.088245237,0.104963801,0.031356814,-0.063760199,0.13543992,0.418572451,Magnolia Warbler,MAWA
208,6580,-0.213432644,7.03E-05,0.166961468,-0.080609483,0.138757107,0.025018429,-0.102295299,0.036016055,0.049552827,-0.018549745,0.712976432,0.001563168,-0.032712641,0.42094913,0.007459332,-0.035150318,0.390956687,0.064070589,Cerulean Warbler,CERW
209,6590,-0.112230561,0.039054329,0.030938835,-0.041903541,0.264306642,0.009153761,-0.047067327,0.391945632,0.00539419,-0.057302465,0.229230911,0.010612018,-0.031043698,0.391934522,0.005394442,-0.00761233,0.783455619,0.602173725,Chestnut-sided Warbler,CSWA
210,6600,-0.089739342,0.270932419,0.070778876,0.042791668,0.583942334,0.018002848,-0.119212599,0.160936877,0.112214368,-0.08169543,0.247275842,0.077875777,-0.063742301,0.14811359,0.118969892,-0.048668762,0.287326148,0.272421483,Bay-breasted Warbler,BBWA
211,6610,0.021110052,0.43055549,0.052536547,0.003134875,0.931956204,0.00063315,-0.022880428,0.534281819,0.032993973,-0.032458725,0.317529758,0.083111055,-0.012388183,0.802031722,0.005445938,-0.069322681,0.339897357,0.042392663,Blackpoll Warbler,BLPW
212,6620,0.027383401,0.66519785,0.002240209,-0.126868791,0.034785557,0.051960344,-0.014004351,0.81417681,0.000661378,-0.023771558,0.654960795,0.002388748,-0.057793004,0.236357495,0.016652031,-0.070576809,0.07544499,0.380633428,Blackburnian Warbler,BLBW
213,6630,-0.045806213,0.341069333,0.007493753,0.051883441,0.190738387,0.014106053,-0.016062955,0.747385948,0.000860541,0.05272681,0.152730055,0.016825642,-0.010433243,0.747863056,0.000857181,-0.019272462,0.586752067,0.105311548,Yellow-throated Warbler,YTWA
214,6640,-0.220100303,0.824994164,0.019012951,0.13915539,0.755369484,0.037381823,0.324108674,0.421681263,0.223184931,0.557180561,0.591253542,0.106896883,0.190093518,0.657951726,0.074004505,-0.884208208,NA,NA,Grace's Warbler,GRWA
215,6650,-0.203667394,0.048987598,0.106236767,-0.299196171,0.027053812,0.132052396,0.179120892,0.072588846,0.089183718,0.130703188,0.267236032,0.03504363,-0.007848178,0.687667516,0.004673225,-0.021214966,0.20742725,0.357547634,Black-throated Gray Warbler,BTYW
216,6670,-0.036935189,0.470636499,0.00461576,-0.054845488,0.329029576,0.008432697,-0.043047219,0.392829553,0.006469264,0.071085406,0.199280313,0.01453875,-0.02286189,0.589791864,0.002580365,-0.01226175,0.716162808,0.391594302,Black-throated Green Warbler,BTNW
217,6680,0.061521225,0.76655098,0.007020919,0.179460882,0.304694862,0.080745216,0.121087119,0.467812529,0.041256367,0.054627049,0.719010483,0.010293474,0.00147155,0.956145546,0.0002417,-0.031483239,0.174365292,0.548338931,Townsend's Warbler,TOWA
218,6690,-0.181154808,0.424748158,0.064763359,-0.223966323,0.299279866,0.107026908,-0.450324476,0.016365465,0.453507662,-0.295337494,0.196426303,0.160780054,-0.09297596,0.257095636,0.126220667,-0.011222424,0.917860027,0.004093635,Hermit Warbler,HEWA
219,6710,0.019569164,0.710507373,0.000784707,-0.000637448,0.991236062,6.87E-07,0.00827681,0.852452254,0.000197088,-0.032908648,0.404331735,0.003954566,-0.067724612,0.020986884,0.02990178,-0.035255441,0.197223273,0.248139782,Pine Warbler,PIWA
220,6730,-0.119775421,0.004722068,0.044220797,-0.093847718,0.050996011,0.021346043,0.025497113,0.542925421,0.00209493,0.028002802,0.421522536,0.003653724,-0.01960243,0.57251514,0.001802854,0.002797418,0.938337767,0.086646518,Prairie Warbler,PRAW
221,6740,-0.03228347,0.472967198,0.002193897,-0.046002265,0.132024809,0.009627235,-0.164293649,2.23E-06,0.091032548,-0.037900329,0.270004374,0.005175138,-0.038131906,0.015906487,0.024484786,-0.015632251,0.383908913,0.256935888,Ovenbird,OVEN
222,6750,-0.029335901,0.613248305,0.002818865,0.037946615,0.232648097,0.015617816,0.115554697,0.05138498,0.041072467,-0.065866402,0.166728453,0.020906192,0.005664857,0.021874447,0.056418069,0.008459463,0.000678041,0.358744622,Northern Waterthrush,NOWA
223,6760,-0.080405445,0.024627341,0.030051814,0.02418042,0.489391005,0.002883222,-0.008193961,0.79032794,0.000427065,-0.003026628,0.919191966,6.22E-05,0.015421709,0.385005558,0.004549459,0.00767085,0.6558183,0.113604372,Louisiana Waterthrush,LOWA
224,6770,-0.088624035,0.034907843,0.027511786,0.028903082,0.458172106,0.003444544,-0.036173172,0.402235875,0.004389259,0.042184578,0.226808412,0.009116526,0.025068658,0.431599254,0.003870312,-0.008291171,0.810691217,0.080224047,Kentucky Warbler,KEWA
225,6780,0.002672932,0.982882687,3.41E-05,-0.080745293,0.519563113,0.030232673,-0.041670098,0.655066143,0.014663798,0.103828962,0.367918854,0.058233933,-0.21071134,0.340890444,0.064927596,-0.147507416,0.539357652,0.057599142,Connecticut Warbler,CONW
226,6790,0.012288724,0.884119064,0.000305599,-0.093319213,0.261800711,0.017954327,0.118274673,0.192243906,0.024167464,0.06016274,0.320062444,0.014124583,0.109123954,0.098891486,0.038424963,0.038950826,0.471827517,0.373741743,Mourning Warbler,MOWA
227,6800,0.09004316,0.35681156,0.019778465,0.008835181,0.933455165,0.000164022,-0.070395705,0.440262965,0.013915159,-0.022207939,0.847079345,0.000874608,0.020141863,0.331461839,0.021946013,-0.01179629,0.511866145,0.36137778,MacGillivray's Warbler,MGWA
228,6810,-0.050338345,0.039926959,0.010536265,-0.190093076,9.02E-35,0.315903071,-0.209022195,1.83E-24,0.230072311,-0.181687492,4.58E-17,0.162165264,-0.038935298,5.93E-14,0.131958123,0.005841351,0.215682682,0.506655469,Common Yellowthroat,COYE
229,6830,-0.133602795,0.000512049,0.044777375,-0.075368329,0.008368204,0.026041589,-0.047241798,0.184031913,0.006674985,-0.067958114,0.06940089,0.012434834,-0.017960507,0.048188056,0.014704476,0.004004299,0.700148722,0.273064705,Yellow-breasted Chat,YBCH
230,6840,-0.036689201,0.495194291,0.003149047,0.105963259,0.035030584,0.029676968,-0.015135735,0.760038336,0.000632256,0.043717135,0.317241368,0.006758604,0.015395289,0.651160315,0.001385068,-0.001273228,0.968584459,0.165246809,Hooded Warbler,HOWA
231,6850,0.134169892,0.104774418,0.043980326,0.064985398,0.440265449,0.01012894,0.205135327,0.00395872,0.132297341,-0.197177504,0.03243608,0.075223353,0.034205148,0.052520245,0.062232434,0.020063196,0.163414879,0.553993761,Wilson's Warbler,WIWA
232,6860,0.072967609,0.170712524,0.022762909,-0.041659833,0.400712318,0.008627248,-0.042185993,0.404207418,0.008500568,-0.019393063,0.654977132,0.002447046,-0.088260084,0.049248627,0.046336191,-0.079406005,0.043038546,0.284547424,Canada Warbler,CAWA
233,6870,-0.091189218,0.028159413,0.019673001,-0.097110958,0.000240179,0.054098873,-0.115858402,0.001429791,0.041058549,-0.009120852,0.796693437,0.000273663,-0.050954714,0.002783824,0.036210301,-0.006034201,0.703603788,0.539781452,American Redstart,AMRE
234,6882,-0.17069275,1.23E-13,0.125871567,-0.104599367,1.10E-10,0.096916544,-0.135318957,8.22E-11,0.098154879,-0.059093099,0.008497214,0.016810702,-0.022178905,7.49E-05,0.037663411,0.008370697,0.234144157,0.145346128,House Sparrow,HOSP
235,6883,-0.437964512,0.004504619,0.707216951,-0.356717966,0.097787047,0.342557391,-0.473496372,0.026705236,0.527458979,0.034447274,0.835340659,0.0066053,-1.139979212,0.175633402,0.244868625,-1.976148129,0.091184325,0.291432098,Eurasian Tree Sparrow,ETSP
236,7000,-0.051804747,0.839701352,0.007381293,-0.208549718,0.169143886,0.289279282,-0.004839543,0.985761296,5.77E-05,-0.375951031,0.169472617,0.288906237,-0.079911414,0.368063897,0.136319269,-0.583894365,0.074663392,0.917763765,Sprague's Pipit,SPPI
237,7020,-0.128281454,0.157539213,0.05624994,-0.094476844,0.327846581,0.027365054,-0.113693576,0.112861183,0.070256567,0.026295918,0.793699645,0.001980062,-0.017357764,0.552650722,0.010166763,-0.041088904,0.15547754,0.2311751,Sage Thrasher,SATH
238,7030,-0.150673808,5.69E-06,0.063180442,-0.007519447,0.757393217,0.000302403,0.089369559,0.003066942,0.027405629,-0.027600745,0.400688059,0.002236036,-0.003446621,0.681090059,0.000535201,0.000743228,0.933050574,0.459428838,Northern Mockingbird,NOMO
239,7040,-0.333993068,3.02E-38,0.390661684,-0.147575824,4.12E-17,0.189034406,-0.261170344,3.35E-28,0.301813227,-0.045160692,0.064144044,0.010102254,-0.037677148,1.52E-08,0.090532614,0.006281236,0.44301538,0.357880615,Gray Catbird,GRCA
240,7050,-0.102686748,6.52E-05,0.046546432,-0.115373373,6.04E-10,0.10820995,-0.030270899,0.185976723,0.005215654,-0.113425031,1.82E-07,0.078128797,-0.039585448,2.15E-06,0.06492313,-0.033646843,0.000123393,0.287209976,Brown Thrasher,BRTH
241,7060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long-billed Thrasher,LBTH
242,7070,-0.193881654,0.179432067,0.092776076,-0.127658399,0.341751637,0.047660371,-0.103404818,0.22985847,0.074933529,-0.037112488,0.708186818,0.007541222,0.006352348,0.902952256,0.000803037,0.01104862,0.860641017,-0.286131637,Curve-billed Thrasher,CBTH
243,7080,0.3826478,0.029260744,0.734236757,0.307353529,0.053677088,0.646968778,0.191773714,0.214770754,0.351640676,0.228787748,0.156286731,0.43166436,0.149247045,0.075601535,0.5870676,0.064414968,NA,NA,Bendire's Thrasher,BETH
244,7100,-0.100138881,0.718011171,0.019802837,0.224168342,0.36180147,0.119678254,-0.55719121,0.139999105,0.283513168,0.113872969,0.649345521,0.031207715,-0.269264039,0.495641686,0.068709394,-0.21182416,0.478870224,0.535128511,California Thrasher,CATH
245,7110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Le Conte's Thrasher,LCTH
246,7120,0.348252941,0.223585872,0.202990891,0.478731951,0.0671161,0.40104322,0.061363112,0.741335163,0.016573097,0.181902864,0.340805009,0.129834013,0.046775063,0.409611201,0.098982952,0.053199069,0.62414441,-0.133785022,Crissal Thrasher,CRTH
247,7130,-0.205463668,0.270579689,0.070879356,-0.156072677,0.356071564,0.050279834,0.033388866,0.791843998,0.004210472,0.078634214,0.546529502,0.021782566,0.086206894,0.225708009,0.085054909,0.070903187,0.245410476,0.390596075,Cactus Wren,CACW
248,7150,-0.104426334,0.145113255,0.02846852,-0.065366607,0.326078132,0.013035128,-0.166957383,0.001589529,0.126858519,-0.099727472,0.156682359,0.026921851,-0.01605137,0.33025488,0.012813382,0.007818959,0.665283342,0.168822233,Rock Wren,ROWR
249,7170,-0.085071547,0.428682514,0.026295704,-0.143085018,0.117391509,0.099034505,-0.041016257,0.625320829,0.01009346,-0.108489972,0.380088792,0.032243033,-0.015160983,0.198412285,0.067941103,-0.010567514,0.578504114,-0.082759771,Canyon Wren,CANW
250,7180,-0.116098916,0.001536967,0.039887255,0.05554369,0.140321859,0.008782377,0.0344692,0.341156972,0.003669019,0.000683967,0.982589999,1.93E-06,0.018570201,0.3672228,0.003292897,-0.003248505,0.827470866,0.516934545,Carolina Wren,CARW
251,7190,-0.013340764,0.818781552,0.000538232,0.033928147,0.548763132,0.003680721,0.074606273,0.221109457,0.015237856,-0.025633525,0.742350842,0.001107793,-0.006800248,0.617692307,0.002551824,-0.020440309,0.163875516,0.19481576,Bewick's Wren,BEWR
252,7210,-0.243307709,9.10E-15,0.165761894,-0.097787226,1.59E-05,0.054654469,-0.234502138,1.42E-15,0.174907679,-0.074636837,0.012774014,0.018529406,-0.025071393,0.00062222,0.034702514,-0.008567842,0.354909061,0.157238542,House Wren,HOWR
253,7220,0.117017727,0.042130302,0.039871458,-0.027135789,0.479210086,0.0049204,0.090204727,0.056454819,0.035212287,0.010048152,0.876849198,0.000236561,0.006328606,0.838441151,0.00040947,-0.05630984,0.054890611,0.405161396,Winter Wren,WIWR
254,7240,-0.052291839,0.420298739,0.008035424,-0.042298282,0.476718848,0.006270303,-0.02481207,0.627853968,0.002914717,0.015382121,0.760471948,0.001153849,0.026465794,0.550057297,0.004427521,-0.015049429,0.670884569,0.406942359,Sedge Wren,SEWR
255,7250,0.048036497,0.389139504,0.009285064,-0.006479349,0.888362228,0.000247834,0.020502406,0.679755082,0.002141077,-0.159532172,0.006327087,0.089501845,0.003211609,0.86170682,0.000381634,0.019426216,0.399892221,0.013635588,Marsh Wren,MAWR
256,7260,0.087177184,0.013135457,0.05016742,-0.033229154,0.248391315,0.011087135,0.007476772,0.806841002,0.000500137,-0.02541936,0.50610741,0.003692765,-0.002542289,0.789854061,0.000594147,-0.011441941,0.364311409,0.092798106,Brown Creeper,BRCR
257,7270,-0.15874311,4.50E-08,0.086799795,-0.089373888,1.97E-06,0.066359754,-0.118276212,6.34E-06,0.059984628,0.002604527,0.916609971,3.33E-05,-0.028109016,4.49E-05,0.049278798,-0.028557066,0.001225056,0.167037104,White-breasted Nuthatch,WBNU
258,7280,0.080149239,0.081586371,0.021059133,0.024807992,0.543040076,0.002592646,0.040618218,0.344683886,0.006246551,-0.107597984,0.033062524,0.031374256,0.010978166,0.336113867,0.006471533,-0.016561023,0.220396302,0.230985251,Red-breasted Nuthatch,RBNU
259,7290,-0.278214667,3.87E-05,0.271240288,-0.077914489,0.095442746,0.050633109,-0.022535581,0.76711352,0.001637955,0.087428959,0.187928826,0.031885465,-0.132930064,0.164858195,0.035412899,-0.179296722,0.119510509,0.047882777,Brown-headed Nuthatch,BHNU
260,7300,-0.021597702,0.890366287,0.001084685,0.026081069,0.856780204,0.001858703,0.005345761,0.97545042,5.41E-05,-0.078155854,0.638624334,0.012518098,-0.017515379,0.751747029,0.005699509,-0.006454292,0.921938397,-0.29423831,Pygmy Nuthatch,PYNU
261,7310,-0.208377624,4.51E-13,0.172651498,-0.008432258,0.785660135,0.00026744,-0.059423594,0.037325958,0.015557494,-0.030452021,0.232918685,0.005133056,0.005313203,0.826575013,0.000173595,-0.000743414,0.975352887,0.208557914,Tufted Titmouse,TUTI
262,7320,0.208125554,0.616937745,0.044280486,-0.261340465,0.216866804,0.240872236,-0.561285545,0.037768686,0.540220519,-0.504503003,0.035785769,0.547721459,0.08059177,0.470762976,0.089836172,-0.076282669,0.2792102,0.843620555,Black-crested Titmouse,BCTI
263,7330,-0.292845191,0.14812479,0.134193159,-0.179408835,0.105995036,0.164732509,-0.298085785,0.231248274,0.09403318,0.00429837,0.986336548,2.02E-05,-0.225710919,0.042156847,0.247497819,-0.145533799,0.325306239,0.088315928,Oak Titmouse,OATI
264,7331,-0.12979904,0.523277974,0.03477174,-0.159138377,0.29990426,0.089103433,0.060594251,0.704594736,0.012408841,0.018062587,0.943975046,0.000428941,-0.058726035,0.211549255,0.126744614,-0.074789016,0.133475585,0.759531607,Juniper Titmouse,JUTI
265,7340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bridled Titmouse,BRTI
266,7350,-0.111791399,0.0035554,0.037806047,-0.192970873,1.22E-13,0.220642768,-0.134807915,1.68E-05,0.080572016,-0.135779058,0.000159106,0.062628824,-0.041522152,1.51E-07,0.117555066,-0.008651413,0.344097877,0.346767719,Black-capped Chickadee,BCCH
267,7360,-0.201102486,1.20E-08,0.181191939,-0.056023916,0.05965132,0.021591288,-0.120936962,0.000174065,0.083065126,-0.064312112,0.023265739,0.031186355,-0.08618439,0.00137954,0.061028993,-0.066083804,0.02070644,0.210530421,Carolina Chickadee,CACH
268,7380,0.154903789,0.114107429,0.067893442,0.132945261,0.169943267,0.051663793,-0.015592058,0.845339648,0.001071193,-0.200644579,0.05046291,0.102148546,0.000361947,0.988761921,5.59E-06,-0.043664851,0.088706229,0.252342387,Mountain Chickadee,MOCH
269,7400,-0.003524546,0.970125292,0.000121842,0.02609506,0.746532345,0.009034278,0.219942306,0.143210426,0.169774744,0.008480825,0.911522842,0.00107208,0.206122445,0.411379327,0.056927048,0.141168025,0.426046267,0.557350434,Boreal Chickadee,BOCH
270,7410,0.174666433,0.077908891,0.181518253,-0.057921683,0.423641169,0.040436449,0.161010432,0.12361805,0.141713645,0.163232052,0.101397905,0.158823478,0.006315471,0.92118853,0.000630986,-0.035398657,0.617195673,-0.090009361,Chestnut-backed Chickadee,CBCH
271,7420,-0.328303143,0.08588231,0.209919749,-0.199735308,0.048223419,0.267728673,-0.023241788,0.900486965,0.001249142,0.646935402,0.008335839,0.426115124,-0.031940793,0.567410358,0.02580099,-0.06998635,0.30624991,0.317445871,Wrentit,WREN
272,7430,-0.172846139,0.058974777,0.082326563,-0.057270819,0.61669957,0.006018298,-0.203675335,0.014254299,0.134718481,-0.127496994,0.180039086,0.042379238,-0.029719147,0.224743445,0.034886888,-0.005039565,0.836516846,0.120615241,Bushtit,BUSH
273,7460,-0.099468359,0.784901387,0.009861342,-0.067711341,0.76809513,0.011500079,-0.176509539,0.472373369,0.066373382,-0.395997676,0.070502285,0.352205361,-0.030956666,0.497603067,0.059349869,-0.058953768,0.375532038,0.287220686,Verdin,VERD
274,7480,0.179370908,0.001616441,0.120374053,-0.054121356,0.274443579,0.015293035,0.15004973,0.001344991,0.124210543,-0.094250958,0.104571059,0.033419823,-0.00406096,0.764671855,0.001155582,-0.026937283,0.07266994,0.359473324,Golden-crowned Kinglet,GCKI
275,7490,0.016644581,0.785424283,0.001036136,0.283852531,0.00019833,0.176041816,-0.13053773,0.054282339,0.050482484,-0.089891004,0.301256102,0.01483419,0.023941491,0.082019588,0.041415459,-0.007867286,0.528453928,0.394747496,Ruby-crowned Kinglet,RCKI
276,7510,-0.153067203,1.76E-06,0.077389547,-0.042033236,0.058867578,0.012510129,-0.027498254,0.339128464,0.003217815,-0.036484647,0.198201175,0.005822756,-0.007810191,0.405311286,0.002439737,-4.15E-06,0.999703449,0.27901668,Blue-gray Gnatcatcher,BGGN
277,7520,-0.48375715,0.108208675,0.432815559,-0.476630167,0.085729824,0.477168066,-0.266991753,0.335350397,0.185059207,-0.041937435,0.896561243,0.003726386,-0.074799528,0.073180745,0.505734572,-0.232297908,0.005419683,0.999923506,Black-tailed Gnatcatcher,BTGN
278,7540,0.01663264,0.844964668,0.001340599,0.081539733,0.352518858,0.029867618,-0.141290608,0.093374518,0.094030793,-0.249689679,0.016314448,0.183165132,0.010192285,0.046263093,0.13004889,0.008514473,0.108606766,0.131905844,Townsend's Solitaire,TOSO
279,7550,-0.110130776,0.000685468,0.038516844,0.082098335,0.01138818,0.021582053,-0.15154151,4.18E-08,0.097365139,0.013988393,0.595971937,0.000957339,-0.019315514,0.411548322,0.002294883,-0.01927965,0.369771807,0.220465686,Wood Thrush,WOTH
280,7560,-0.166357343,0.001845455,0.060455667,-0.185545928,5.12E-08,0.173701679,-0.104052476,0.076235537,0.020011524,-0.122423618,0.012204068,0.039586637,-0.048362052,6.32E-06,0.12288537,-0.028656978,0.014348713,0.496610923,Veery,VEER
281,7580,0.186876667,0.00589854,0.082988685,-0.026087078,0.68219546,0.001914303,0.18210649,0.005099216,0.085739202,-0.34589971,1.31E-05,0.195183298,0.00463646,0.722683093,0.001438213,0.001483612,0.92082679,0.168024022,Swainson's Thrush,SWTH
282,7590,0.053588685,0.306526489,0.008231329,0.073056096,0.080159259,0.023912008,-0.017302715,0.733591632,0.000915299,-0.006156384,0.913747297,9.27E-05,0.010091581,0.338882618,0.007204315,-0.017315667,0.184720942,0.231025204,Hermit Thrush,HETH
283,7610,-0.148208702,1.53E-21,0.208090857,-0.03182363,0.006772958,0.018648552,-0.074750153,1.61E-07,0.068067822,-0.028484428,0.061760336,0.008918819,-0.008353337,0.035617159,0.011271888,-0.005441493,0.212485114,0.281762825,American Robin,AMRO
284,7630,-0.141917164,0.568180348,0.025699913,-0.080043616,0.641069975,0.017222754,0.061298006,0.787452292,0.005794019,0.20183692,0.256115494,0.097921065,-0.024520079,0.445565374,0.045443444,-0.038630416,0.103483705,0.690367138,Varied Thrush,VATH
285,7660,-0.08600942,0.000731774,0.034436691,-0.074826337,0.000637187,0.035199675,-0.041768185,0.066168533,0.010316889,-0.076441674,0.000407908,0.037661247,-0.035374103,0.025701629,0.015170888,-0.027144413,0.081895641,0.215137171,Eastern Bluebird,EABL
286,7670,-0.032993692,0.7713326,0.002249716,0.174072872,0.13495247,0.057839667,-0.104822592,0.339098114,0.024071731,-0.161971073,0.160980654,0.051043224,-0.022870288,0.338307943,0.024149655,-0.015036502,0.57799125,0.024126392,Western Bluebird,WEBL
287,7680,-0.058854881,0.445093129,0.012733075,0.012921694,0.864451255,0.000640243,-0.103707628,0.099458835,0.057901915,-0.108443295,0.194944857,0.03624313,0.006376188,0.791934418,0.001528191,-0.007857376,0.76656907,0.083775961,Mountain Bluebird,MOBL
288,22860,0.054170543,0.017514891,0.038305423,-0.021127889,0.243779948,0.009357946,0.031055377,0.220786063,0.010321734,-0.050191266,0.036174037,0.029915827,-0.001162429,0.773219259,0.000574502,-0.000567778,0.877626535,0.371501308,Eurasian Collared-Dove,ECDO
